"Name","State","Notes","User","Tags","Created","Runtime","Sweep","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","lr","mean_loss","mean_loss_aux","mean_loss_bce","mean_loss_boundary_ce","mean_loss_main","train_loss","train_mIoU","val_loss","val_mIoU","val_mIoU_per_class"
"epoch_45","finished","-","","","2025-06-16T17:10:13.000Z","258","","84.16260702126247","81.65847565541621","88.03493985169546","84.36138700720652","57.179734102201806","47.189237656198415","46.59819248507868","21.582924807362705","91.6473794762437","85.60034716086216","30.8301995345729","12.179576864517877","82.90701867785795","33.76176575868032","47.76193212456031","11.51280576168248","71.02397343273357","24.870756637264975","64.88899424138003","52.822151896452915","79.16791077673085","64.11160691673075","87.60539793602507","80.59280440334601","78.23948590947289","35.66010405077405","74.79343334665319","34.43416401618199","49.18077493301002","37.52014617516127","38.003854191261546","24.894680374288697","51.916118555798654","36.221191394307986","86.55315241435093","82.72487251780356","50.458209572340486","30.067121623712943","45","0.00012589254117941672","2.211614385815978","0.2588685316059729","0.1056257834037145","0.7028001932090778","0.09037125767528556","2.211614385815978","66.36596360964371","2.025693640708923","46.40874319357641","[81.65847565541621,64.11160691673075,80.59280440334601,35.66010405077405,34.43416401618199,37.52014617516127,24.894680374288697,36.221191394307986,82.72487251780356,30.067121623712943,84.36138700720652,47.189237656198415,21.582924807362705,85.60034716086216,12.179576864517877,33.76176575868032,11.51280576168248,24.870756637264975,52.822151896452915]"
"epoch_44","finished","-","","","2025-06-16T17:05:55.000Z","258","","84.16985577211288","81.81060378460185","87.94654514556511","84.17791557150764","56.36659823008849","45.293673217371826","46.31867263372012","21.984416434322014","91.60049754455932","85.79489879098664","31.38786688553063","11.934943812238902","82.1211249586791","38.18915564326393","46.05964790053324","13.895684286327182","71.33775975408182","23.90271215774105","64.77243054862056","52.89988609654757","79.13586815645974","64.15935175979948","87.58981638892783","80.41150057258051","76.27812962767578","34.87841646718157","74.64968502547279","34.541378202913165","49.14653294661273","37.50010217152438","38.48840685672337","23.961466605052543","52.03382753841292","35.047776984927424","86.6791995795936","82.96513365877868","50.4078869392128","29.797882673000736","44","0.00014834165549752873","2.2287389828655253","0.26041800267141285","0.1056861725396479","0.7041255247805258","0.09086401649672568","2.2287389828655253","66.13107118066226","2.0383756818771364","46.481415731087736","[81.81060378460185,64.15935175979948,80.41150057258051,34.87841646718157,34.541378202913165,37.50010217152438,23.961466605052543,35.047776984927424,82.96513365877868,29.797882673000736,84.17791557150764,45.293673217371826,21.984416434322014,85.79489879098664,11.934943812238902,38.18915564326393,13.895684286327182,23.90271215774105,52.89988609654757]"
"epoch_43","finished","-","","","2025-06-16T17:01:38.000Z","256","","84.13379405038833","81.58683773146682","88.03409807317624","84.17882457139645","57.38352391857834","46.83726395541341","47.82702558352691","22.30771527285853","91.56691282112554","85.87988638880157","31.66510867443806","12.359953669826428","83.45796216185138","36.369963675757106","46.12321873223452","10.565920758149185","71.88624009213672","24.92571805876526","65.20047178862642","53.32415924572079","78.90345586895823","64.02550016704058","87.62353919244556","80.55017307744647","77.61603622048405","36.08270769277223","74.72914196428027","34.61643016580055","49.10872581170214","37.30765923669568","38.8888277005581","23.721690107462255","52.44103636899872","35.07829951697221","86.57794139401886","82.84449638616277","50.17881792506912","30.67183351748764","43","0.00017041790893331673","2.2429387636160425","0.259654357726034","0.105708328746354","0.7044106072748587","0.09071988487289152","2.2429387636160425","66.49188833382092","2.052608994483948","46.486054378736625","[81.58683773146682,64.02550016704058,80.55017307744647,36.08270769277223,34.61643016580055,37.30765923669568,23.721690107462255,35.07829951697221,82.84449638616277,30.67183351748764,84.17882457139645,46.83726395541341,22.30771527285853,85.87988638880157,12.359953669826428,36.369963675757106,10.565920758149185,24.92571805876526,53.32415924572079]"
"epoch_42","finished","-","","","2025-06-16T16:57:20.000Z","257","","84.12611899205902","81.598000344851","87.94299634293976","84.47194877219339","57.70199480468345","47.6044833095547","48.01104923904883","23.441636806345624","91.6083311470998","86.09803796970816","31.097068552090473","12.231542451875995","82.60576891584168","37.157335695891966","45.306496913465885","11.930503819354657","71.4595470915562","26.24084547893553","65.16956035394037","53.11765611532684","78.93214300579668","64.09140696478072","87.55437923919554","80.41002180684505","77.77822687554539","34.86151605644363","74.61067592678097","34.00275820400988","48.8865665833795","37.21057204070498","37.68742658236171","22.166738600206763","51.47306182430334","36.15160027381648","86.71023941448405","83.25234225201173","49.96554134253988","29.83603759364048","42","0.00019217990943702905","2.262129417812551","0.2613731736445245","0.10578821262027167","0.7069686896928394","0.09140379286108126","2.262129417812551","66.24353648142699","2.0661378698349","46.62499918718408","[81.598000344851,64.09140696478072,80.41002180684505,34.86151605644363,34.00275820400988,37.21057204070498,22.166738600206763,36.15160027381648,83.25234225201173,29.83603759364048,84.47194877219339,47.6044833095547,23.441636806345624,86.09803796970816,12.231542451875995,37.157335695891966,11.930503819354657,26.24084547893553,53.11765611532684]"
"epoch_41","finished","-","","","2025-06-16T16:53:01.000Z","258","","84.09636950209809","81.50969390908213","87.93627909859836","84.15671860164429","57.14359649178217","48.45957767043764","45.79516559678718","24.2733359644551","91.55530762086975","85.6145485837397","30.6798595078842","12.60391335253844","82.47531053704542","36.83484957826268","46.50781064489172","9.378305279734986","71.05490429408053","27.252338421351197","64.55792734689626","53.53307890619673","78.99231139264107","64.15283519942902","87.54151157129037","80.64756624903815","77.58233971728458","36.12628893677917","74.79269309499168","34.30970662163224","49.02701556848672","37.54426875166122","37.06943216383394","24.42706162853453","52.346003713193845","34.13795804105927","86.85853942510293","83.41910976750273","49.13400175736749","30.158893895219556","41","0.0002136708386445385","2.27987042486516","0.261013390870798","0.10588315337820514","0.7089281289935415","0.09170016917487744","2.27987042486516","66.06033573921721","2.0827508897781373","46.76526575569993","[81.50969390908213,64.15283519942902,80.64756624903815,36.12628893677917,34.30970662163224,37.54426875166122,24.42706162853453,34.13795804105927,83.41910976750273,30.158893895219556,84.15671860164429,48.45957767043764,24.2733359644551,85.6145485837397,12.60391335253844,36.83484957826268,9.378305279734986,27.252338421351197,53.53307890619673]"
"epoch_40","finished","-","","","2025-06-16T16:48:41.000Z","259","","84.10199129312007","81.68900814873831","87.98384054263857","84.18510460021781","57.112908885328274","46.01180675090208","47.22361045705568","23.869183697183416","91.41597136738116","85.69305729041875","30.97816561433122","13.507597355686856","82.96383367231324","37.65049822553056","46.51812767337721","10.576678893905193","70.78480663038714","26.72049091994049","64.9284197611884","53.30411831860064","78.90448993163915","64.28534154902037","87.53541364128773","80.61698256583917","77.74572539479627","35.167588647276744","75.07014773101584","34.817383020534386","48.658025333942504","37.628570269167085","39.51792586591047","24.66036378874882","52.444511386703056","36.66048850004284","86.8295750234665","82.75188034502807","48.08284529381547","27.92607595679845","40","0.00023492378861760376","2.297744260186154","0.2619088305013477","0.10591557885475136","0.7107454808310395","0.09241105056825182","2.297744260186154","66.2526492368262","2.1009599628448488","46.722222044398954","[81.68900814873831,64.28534154902037,80.61698256583917,35.167588647276744,34.817383020534386,37.628570269167085,24.66036378874882,36.66048850004284,82.75188034502807,27.92607595679845,84.18510460021781,46.01180675090208,23.869183697183416,85.69305729041875,13.507597355686856,37.65049822553056,10.576678893905193,26.72049091994049,53.30411831860064]"
"epoch_39","finished","-","","","2025-06-16T16:44:25.000Z","256","","84.062421718761","81.85866094879695","87.83000865957003","84.12451566808818","56.289263101248544","47.4644687580603","48.37273536967725","21.49217323944242","91.4863360051718","85.62607076305332","31.0988637552682","11.320235820724449","82.29145745895238","35.65741128966554","47.97215303859804","14.303251534509268","71.22490295238076","24.31849956107144","64.80038385151677","53.45844390699316","78.91058841432398","63.83909198418544","87.45852753153324","80.5184544361951","77.26051368270691","35.43561991080529","74.42421968390815","33.92829747649292","48.509200613115205","37.32328661250157","40.551198275623605","24.34738092199093","53.959748624963744","37.939232779172286","86.51926566731316","82.61544893914449","47.8313725444294","28.40561899319729","39","0.00025596489844146203","2.319498135540018","0.264914349479833","0.10605783840172164","0.713631076667145","0.09346987471060292","2.319498135540018","66.36069268152959","2.1217484397888184","46.52506123916265","[81.85866094879695,63.83909198418544,80.5184544361951,35.43561991080529,33.92829747649292,37.32328661250157,24.34738092199093,37.939232779172286,82.61544893914449,28.40561899319729,84.12451566808818,47.4644687580603,21.49217323944242,85.62607076305332,11.320235820724449,35.65741128966554,14.303251534509268,24.31849956107144,53.45844390699316]"
"epoch_38","finished","-","","","2025-06-16T16:40:08.000Z","257","","84.00412128354581","81.60793108525789","87.88493711039492","84.3278445406629","56.76130648137535","47.51160422028192","47.25254442862416","24.21446441903602","91.41037529540192","85.63302924793142","31.762008574910627","11.076848630886102","82.34851248457376","36.08766472706577","45.66711557593846","11.71331626228566","70.88167158026847","25.879633135409374","64.89731879550092","53.11068819056264","78.89765405568471","63.84460129798089","87.41797804513422","80.43584321023349","77.01398519665192","34.093709172703576","74.20675119436407","34.32878932479166","48.551943143403214","37.236222768521614","39.53446402650489","24.27648223672031","52.87362542866615","37.70166576168328","86.77082990616259","83.3500529204074","47.75704173014243","28.94795308531663","38","0.0002768153171967635","2.337692282885389","0.2644754860161522","0.10614147446765244","0.7154901150528711","0.0939632028758374","2.337692282885389","66.09969391248677","2.143744221687317","46.59886022303887","[81.60793108525789,63.84460129798089,80.43584321023349,34.093709172703576,34.32878932479166,37.236222768521614,24.27648223672031,37.70166576168328,83.3500529204074,28.94795308531663,84.3278445406629,47.51160422028192,24.21446441903602,85.63302924793142,11.076848630886102,36.08766472706577,11.71331626228566,25.879633135409374,53.11068819056264]"
"epoch_37","finished","-","","","2025-06-16T16:35:51.000Z","257","","84.00002864038572","81.68659026792152","87.95146333831902","84.16231842253315","56.58116299274789","46.09838174510939","47.05687644814169","24.477489096564824","91.40347170689807","85.64446483293011","31.107330834170092","13.308566782648942","82.73703461968475","34.3330238469979","45.80638349692199","12.837250303943067","69.92071089277006","25.246040376556657","64.11938016360934","53.15267892589483","78.8133095308763","63.96124974816122","87.3560756138319","80.54307615096108","76.12084424815122","35.625006311349324","73.99147974313408","35.23424218965779","48.32667625216578","37.45442563880413","37.7730808344832","24.431377046866174","52.358052758552056","36.90315208733897","86.7779895533517","82.76946021313026","48.42276655513607","27.655675402821668","37","0.00029749249441556524","2.358780753521519","0.2660476637023096","0.10621463533955372","0.7189906184909908","0.09486521898979752","2.358780753521519","65.82232201175427","2.1566448402404785","46.606551020536365","[81.68659026792152,63.96124974816122,80.54307615096108,35.625006311349324,35.23424218965779,37.45442563880413,24.431377046866174,36.90315208733897,82.76946021313026,27.655675402821668,84.16231842253315,46.09838174510939,24.477489096564824,85.64446483293011,13.308566782648942,34.3330238469979,12.837250303943067,25.246040376556657,53.15267892589483]"
"epoch_36","finished","-","","","2025-06-16T16:31:34.000Z","256","","83.97020132794184","81.76801619737458","87.85510751516935","84.32292091658668","57.0103906343273","46.5462062727872","45.97739959555626","23.188217085065567","91.3943169285758","85.89644314663026","30.530684592223903","12.537449183080724","82.00770268468347","36.62707833861242","43.42573300189954","11.16179923384273","71.3586255659517","21.796726777945988","64.09254326512108","53.32980665782766","78.5841042879353","64.36121468709031","87.36993065363382","80.47396240581807","76.5186637651669","35.73900086478978","73.72514314331727","34.89570206814964","48.16547382568563","37.61635237462067","36.88437283957745","22.46486811849403","51.655363270031515","34.743370130059716","86.88553003024388","83.67492383002576","49.32897563201433","28.592258508576503","36","0.0003180110627669995","2.37892701789623","0.2662717622275874","0.10633684617038294","0.7215803113905831","0.0954231049761214","2.37892701789623","65.61790855573982","2.1697282304763794","46.301911410388335","[81.76801619737458,64.36121468709031,80.47396240581807,35.73900086478978,34.89570206814964,37.61635237462067,22.46486811849403,34.743370130059716,83.67492383002576,28.592258508576503,84.32292091658668,46.5462062727872,23.188217085065567,85.89644314663026,12.537449183080724,36.62707833861242,11.16179923384273,21.796726777945988,53.32980665782766]"
