"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","learning_rate","momentum","num_classes","num_epochs","weight_decay","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","lambda_adv","loss","lr","train_flops","train_fps","train_latency","train_loss","train_mIoU","train_params","val_flops","val_fps","val_latency","val_loss","val_mIoU","val_mIoU_per_class","val_params"
"epoch_50","finished","-","","","2025-06-25T08:55:22.000Z","11861","","4","0.00625","0.9","19","50","0.0001","98.59360264857932","69.0016187243273","95.69365359810074","66.08990843916175","48.0715340516872","33.29173942424033","53.04909576692437","4.140675434076063","88.73357382179128","62.458550721359906","88.16974764787902","16.556457785713828","91.66106169508804","17.42418788190853","91.4516927492708","3.3279609063946585","64.70074327464107","3.0147379008764226","30.172855040627848","0.0013543887428132749","85.11959463837653","23.150705620442995","89.0597202946384","71.38771089728671","78.63099501202699","19.75601235371749","60.4685988896863","10.94120026219997","50.01864588936627","20.95645393476829","49.34804524306454","13.67771486735797","62.56024704430733","8.091484261599584","80.62908033920972","74.44833296632132","79.89932849737869","19.3449463957383","50","0.002","1.20956560467352","0","25.779775698","59.95785104891492","17.624332904815674","1.20956560467352","72.94904295487602","12581672","25.779775698","56.00784817620111","18.76463294029236","0.8452083673477173","28.266408061380748","[69.0016187243273,23.150705620442995,71.38771089728671,19.75601235371749,10.94120026219997,20.95645393476829,13.67771486735797,8.091484261599584,74.44833296632132,19.3449463957383,66.08990843916175,33.29173942424033,4.140675434076063,62.458550721359906,16.556457785713828,17.42418788190853,3.3279609063946585,3.0147379008764226,0.0013543887428132749]","12581672"
"epoch_49","finished","-","","","2025-06-25T08:31:27.000Z","13233","","4","0.00625","0.9","19","50","0.0001","98.60093046509542","68.49068429876375","95.70177749746236","69.89893023195334","48.01405229262933","35.037736800689075","53.0692920919022","5.026187988818927","88.72984118629135","59.96523682912076","88.31324447222048","16.959061866219134","91.71890060869988","14.238157992514353","91.62827912931829","0","64.40144630118245","3.41372962300899","30.07039236737305","0.0006771927038026833","85.07061238578221","22.9761316358353","89.08054783666105","71.99505163684464","78.71084540803778","20.01080881262173","60.652455937809734","12.057368465658932","50.03784676751629","22.00122893897557","48.67960926101676","16.388933705180502","62.15154576541687","7.017832320335373","80.65592216884751","75.50439836386181","79.92946606931363","18.802614940945713","49","0.002","1.209271495530346","0.00018484470457853937","","","","1.209271495530346","72.9061583164514","","","","","0.8274028835296631","29.98804286911399","[68.49068429876375,22.9761316358353,71.99505163684464,20.01080881262173,12.057368465658932,22.00122893897557,16.388933705180502,7.017832320335373,75.50439836386181,18.802614940945713,69.89893023195334,35.037736800689075,5.026187988818927,59.96523682912076,16.959061866219134,14.238157992514353,0,3.41372962300899,0.0006771927038026833]",""
"epoch_48","finished","-","","","2025-06-25T08:07:32.000Z","14623","","4","0.00625","0.9","19","50","0.0001","98.5897085222366","67.29297282854921","95.69416166160973","68.8206933282917","48.50310797637599","34.04254215720617","52.35583460052118","4.391244845758833","88.88653838375635","54.40108023867244","88.62351015152194","14.674258628993345","92.1660444782866","17.7146217953006","91.64137412464268","0.251064983491363","64.5427100062242","1.8072127541130936","31.572168268116112","0.023086086477401797","84.91466431954446","22.23121532663001","89.08458384107273","71.69704784974962","78.66064754957729","19.44048195150386","60.43671667425999","11.597742641600089","50.1584042846652","19.597125933262227","48.86869301504128","15.00595182499448","61.64342272394578","7.680471807363628","80.65705299513468","74.5695087396554","80.00775343277488","16.88641382038978","48","0.002","1.2086754024410045","0.000344932415365304","","","","1.2086754024410045","73.00037352680567","","","","","0.8583135790824891","27.48024934431596","[67.29297282854921,22.23121532663001,71.69704784974962,19.44048195150386,11.597742641600089,19.597125933262227,15.00595182499448,7.680471807363628,74.5695087396554,16.88641382038978,68.8206933282917,34.04254215720617,4.391244845758833,54.40108023867244,14.674258628993345,17.7146217953006,0.251064983491363,1.8072127541130936,0.023086086477401797]",""
"epoch_47","finished","-","","","2025-06-25T07:43:36.000Z","16013","","4","0.00625","0.9","19","50","0.0001","98.564790624052","69.50031274133188","95.66946577494669","67.20578300518409","47.518582603480056","35.95067909062875","51.69319350366573","5.871404975564901","88.56771509260467","64.06627320304801","88.44186410713371","18.12262855538279","92.7052139975174","16.776457848266205","91.64851530876398","3.810266879001313","64.09854092809046","4.414204239561949","33.81517837483548","0","84.7230657862572","23.529997983424835","88.97448641764049","72.1701132258202","78.69201799557234","20.694204710353542","60.194035975030715","11.458130052263334","49.946420847578786","22.25214960893131","48.81148631625184","16.952539142683882","61.14328297460014","8.984758748664689","80.45613553234453","76.17332200813732","79.68250609404443","20.666810414436927","47","0.002","1.2116633203746414","0.0004968395304717264","","","","1.2116633203746414","72.91297359233741","","","","","0.8182316861152649","31.033335357371445","[69.50031274133188,23.529997983424835,72.1701132258202,20.694204710353542,11.458130052263334,22.25214960893131,16.952539142683882,8.984758748664689,76.17332200813732,20.666810414436927,67.20578300518409,35.95067909062875,5.871404975564901,64.06627320304801,18.12262855538279,16.776457848266205,3.810266879001313,4.414204239561949,0]",""
"epoch_46","finished","-","","","2025-06-25T07:19:44.000Z","17401","","4","0.00625","0.9","19","50","0.0001","98.57325736031952","68.78464931195535","95.6652115105525","65.39492287859444","49.302218904440586","34.675579481999996","52.533323184749136","5.813744871858398","88.6882328195428","60.29462586046927","88.32786334649562","14.198599862298767","91.89616585219264","14.767352754816828","91.53678935958928","3.6834890424881617","64.12834680792585","4.514047662463354","29.054113551956146","0.06402265416993705","84.80306919608289","22.765904682150857","88.94637595405199","71.58901744485134","78.35723999212564","19.490195095684403","60.078637807440835","11.778799533004372","49.803873191234906","21.757518807508728","48.713967143671546","17.336680621943028","61.93118091892208","8.38104140134741","80.52631910298686","73.83320328111809","79.52257576956691","19.92065808469542","46","0.002","1.2128710805225982","0.0006436666467726117","","","","1.2128710805225982","72.75730325125515","","","","","0.848859968662262","28.370739649127273","[68.78464931195535,22.765904682150857,71.58901744485134,19.490195095684403,11.778799533004372,21.757518807508728,17.336680621943028,8.38104140134741,73.83320328111809,19.92065808469542,65.39492287859444,34.675579481999996,5.813744871858398,60.29462586046927,14.198599862298767,14.767352754816828,3.6834890424881617,4.514047662463354,0.06402265416993705]",""
"epoch_45","finished","-","","","2025-06-25T06:55:51.000Z","18789","","4","0.00625","0.9","19","50","0.0001","98.5735019541227","70.21363734053713","95.67613283712842","67.69447172810688","48.645069283202275","34.90790726092165","52.419781331853784","4.796370792746544","88.71397944552275","67.5183031986468","88.1330204317536","17.292398930038136","92.12717631524568","18.13103426943049","91.36405211252644","1.7120056747650287","64.01943398445817","3.28090588051951","30.31604385487717","0.06235734142275692","84.79747410920973","25.673772538283973","88.93574260240513","71.58356846814485","78.489440069887","21.1542577251158","59.77253490572076","10.577352128527124","49.81856620697573","21.86489330732135","48.40841607229247","15.867460709053836","61.20935197175438","7.797204751053961","80.48268719423494","75.26173172984399","79.69079641911404","25.186950172571205","45","0.002","1.212426628639449","0.0007868283823713545","","","","1.212426628639449","72.71543163696238","","","","","0.8055282216072083","29.504030734055313","[70.21363734053713,25.673772538283973,71.58356846814485,21.1542577251158,10.577352128527124,21.86489330732135,15.867460709053836,7.797204751053961,75.26173172984399,25.186950172571205,67.69447172810688,34.90790726092165,4.796370792746544,67.5183031986468,17.292398930038136,18.13103426943049,1.7120056747650287,3.28090588051951,0.06235734142275692]",""
"epoch_44","finished","-","","","2025-06-25T06:31:57.000Z","20178","","4","0.00625","0.9","19","50","0.0001","98.57753936385552","69.52527501634941","95.64381625005026","67.97858282537833","47.70270095957278","35.41788634239958","51.408865572011486","3.950716781576201","88.71015925922053","64.53822369341077","88.59804001409529","17.495584813230657","92.67310898920952","11.785722515727551","91.62676758010548","1.3186636273494636","63.69570031672802","3.156600419668274","31.65884540692013","0.014959434077837076","84.8532170409959","21.316864629201625","88.88469768905154","71.8784944146397","78.10769495118517","21.044424969664284","59.9983938316788","11.704886340798778","49.61724780561718","20.900338708907977","48.54696518100177","16.55943167047301","62.4233657896877","7.5053672725441185","80.47509377828077","75.20235172138852","79.716240500154","16.535060571285474","44","0.002","1.2131920050202147","0.0009271353468595546","","","","1.2131920050202147","72.78518211996958","","","","","0.8348374166488648","28.30681240884587","[69.52527501634941,21.316864629201625,71.8784944146397,21.044424969664284,11.704886340798778,20.900338708907977,16.55943167047301,7.5053672725441185,75.20235172138852,16.535060571285474,67.97858282537833,35.41788634239958,3.950716781576201,64.53822369341077,17.495584813230657,11.785722515727551,1.3186636273494636,3.156600419668274,0.014959434077837076]",""
"epoch_43","finished","-","","","2025-06-25T06:08:02.000Z","21568","","4","0.00625","0.9","19","50","0.0001","98.56413006847276","70.50798537173686","95.65408793350022","70.31318490020884","48.003105675232966","32.491146011947855","51.38104485136294","3.8226790876967542","88.71393236361027","68.14118188340508","88.175744267413","17.19121858312627","91.2155433097284","10.541886940913226","91.56105456291696","0.3001151733506584","64.39146934229211","2.84666581218758","31.20853449618438","0","84.82434062704185","25.344552506827338","88.91989357212785","71.58054057194563","78.32688031423871","19.399340795379583","59.526451386664334","10.21729792704956","49.672301849457625","20.69813357802018","48.56388830824277","13.098736258091026","61.32386297376454","7.505716958171574","80.43449707477285","74.45070322066947","79.54144464612367","19.23605528410167","43","0.002","1.2142171064165357","0.0010651119308332296","","","","1.2142171064165357","72.63169513806044","","","","","0.8133169169425964","29.871507825823837","[70.50798537173686,25.344552506827338,71.58054057194563,19.399340795379583,10.21729792704956,20.69813357802018,13.098736258091026,7.505716958171574,74.45070322066947,19.23605528410167,70.31318490020884,32.491146011947855,3.8226790876967542,68.14118188340508,17.19121858312627,10.541886940913226,0.3001151733506584,2.84666581218758,0]",""
"epoch_42","finished","-","","","2025-06-25T05:44:08.000Z","22957","","4","0.00625","0.9","19","50","0.0001","98.5525983142887","69.76185996175317","95.65287656088496","69.67950768725788","47.23597356298952","34.067851835572185","50.02669038223736","3.3163684737605186","88.49476410306536","64.26379105577303","88.33581900049677","17.557426989294072","92.3980023614746","10.4451495010339","91.31082940193956","0.2170013950089678","62.70778445943551","2.3654899785005887","29.22978428457292","0","84.5517323940151","26.88058447167184","88.84490634032257","72.43338524107065","78.2509988605742","19.71664276945538","59.89808556602536","10.662520903300706","49.61133784591569","21.84179183403354","48.31803304294731","16.68618256044791","61.11606062578539","7.714733348373505","80.3727463084869","75.98957607240331","79.50797046863003","22.099495870221556","42","0.002","1.2152011499984432","0.0012011244339814315","","","","1.2152011499984432","72.33773652021515","","","","","0.8084893488883972","30.31663110827404","[69.76185996175317,26.88058447167184,72.43338524107065,19.71664276945538,10.662520903300706,21.84179183403354,16.68618256044791,7.714733348373505,75.98957607240331,22.099495870221556,69.67950768725788,34.067851835572185,3.3163684737605186,64.26379105577303,17.557426989294072,10.4451495010339,0.2170013950089678,2.3654899785005887,0]",""
"epoch_41","finished","-","","","2025-06-25T05:20:16.000Z","24344","","4","0.00625","0.9","19","50","0.0001","98.5507434925432","70.0087113587642","95.65584348020992","64.58868685651586","47.801078737322214","34.24559965442395","51.93666469774295","4.160930340974482","88.39215166085673","65.86101175134492","87.89164394440886","16.075695552517104","92.062158047198","18.929404044102984","91.0961979144731","2.9710724747748714","64.510581572747","2.5443659086583277","30.22968982727533","0.0004925043909844609","84.59766793142437","23.80696387450142","88.8046478788172","71.05027047961815","78.19394372066112","20.723965674315824","59.087578837226815","10.99938986300972","49.41931155309153","21.2397760667203","48.16608544510501","14.509319083763769","61.18936851502137","7.7419606958247105","80.30502802022264","75.02833726878978","79.48138493761901","20.785690688802852","41","0.002","1.216458086901382","0.0013354427415283657","","","","1.216458086901382","72.49325106389297","","","","","0.8203834509849548","28.69850758641128","[70.0087113587642,23.80696387450142,71.05027047961815,20.723965674315824,10.99938986300972,21.2397760667203,14.509319083763769,7.7419606958247105,75.02833726878978,20.785690688802852,64.58868685651586,34.24559965442395,4.160930340974482,65.86101175134492,16.075695552517104,18.929404044102984,2.9710724747748714,2.5443659086583277,0.0004925043909844609]",""
