"Name","State","Notes","User","Tags","Created","Runtime","Sweep","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","lr","mean_loss","mean_loss_aux","mean_loss_bce","mean_loss_boundary_ce","mean_loss_main","train_flops","train_fps","train_latency","train_loss","train_mIoU","train_params","val_flops","val_fps","val_latency","val_loss","val_mIoU","val_mIoU_per_class","val_params"
"epoch_50","finished","-","","","2025-06-17T18:53:43.000Z","306","","84.91155903851784","82.48992637201523","89.55335678221742","84.88629506833787","73.43798347564754","58.990262663782055","75.81603749549976","38.83815211322311","90.78853282260256","84.64380544374947","81.08624346762338","32.41817916830544","92.84125848079634","40.79903899705319","84.53512226115404","34.14450306880585","80.1228298818326","28.081752615502243","76.87870401673287","60.49039528545851","81.69239688953908","66.24553996526942","89.23827829212374","79.19086855508465","83.78034122749993","37.23116434728219","84.05068678616742","35.18576179639236","58.90465759624094","38.63474451991355","64.07632079872076","33.933132927633984","55.61969128633688","38.35029121798518","87.25076408983843","84.65346221760656","82.02527059690131","50.32012558330889","50","0","1.5344913491159298","0.08090330478344254","0.08523679525608022","0.4587495831284511","0.03675092303172778","46.330886144","38.07180587365314","27.88399577140808","1.5344913491159298","79.82158080452594","28763111","46.330886144","37.625132851149665","26.5834903717041","2.239842523574829","53.13302115403736","[82.48992637201523,66.24553996526942,79.19086855508465,37.23116434728219,35.18576179639236,38.63474451991355,33.933132927633984,38.35029121798518,84.65346221760656,50.32012558330889,84.88629506833787,58.990262663782055,38.83815211322311,84.64380544374947,32.41817916830544,40.79903899705319,34.14450306880585,28.081752615502243,60.49039528545851]","28763111"
"epoch_49","finished","-","","","2025-06-17T18:49:34.000Z","249","","84.62728160663767","81.38469173743582","89.52366840903176","85.35857016266925","74.23817984640148","61.24437903647457","75.89624214646162","40.98396849928443","90.33567658267546","86.10871835166807","80.52931475168477","35.64195247882853","92.60878845427628","44.08083009274044","87.61687556087513","39.80276634059646","80.23787721547319","28.14741811044937","76.36851590576576","60.706203202045415","81.16915699591645","67.18707359992902","89.18143010269988","80.8843106665789","84.0145307700168","35.55777106322589","83.59341890702959","33.555960730848625","58.60035255993776","40.99138934807993","64.85651068655164","36.528487456298734","56.834516990313624","45.79378040896873","87.67017925717394","82.0787685941408","82.43812124709973","49.91467346527329","49","0.0030924949471099186","1.563951087968647","0.08311125382060616","0.08562323485166971","0.4705816960820109","0.038221266172807335","","","","1.563951087968647","80.01792831558014","","","","","2.2556459083557128","54.52377438660717","[81.38469173743582,67.18707359992902,80.8843106665789,35.55777106322589,33.555960730848625,40.99138934807993,36.528487456298734,45.79378040896873,82.0787685941408,49.91467346527329,85.35857016266925,61.24437903647457,40.98396849928443,86.10871835166807,35.64195247882853,44.08083009274044,39.80276634059646,28.14741811044937,60.706203202045415]",""
"epoch_48","finished","-","","","2025-06-17T18:45:23.000Z","250","","84.55490925385008","82.36309789837736","89.64284348654338","85.02254063565661","72.27232076569788","56.84537998789353","75.71950475422108","42.117336419070725","90.37467892289511","83.73301629608945","81.41518236929497","35.622269472036216","91.21610715499835","41.22194952380154","87.54474626237102","40.42133380067622","79.72250697792438","30.33959322742138","75.90710951967588","60.070575026064645","81.09195779429892","66.72284152183536","89.27265464491379","81.14833262181153","83.1407421568769","36.41219302216268","83.63693184581618","35.33024105883873","58.55851550439848","39.67625016631695","64.3021112891464","36.857141179372135","56.90936887948631","40.950284962123376","87.48809057899095","81.98206161598672","81.57123076487078","50.22528088970928","48","0.003807307877431758","1.591291097284273","0.08491055697733513","0.08600427551578929","0.4804673494425135","0.039536378585731106","","","","1.591291097284273","79.70218489085637","","","","","2.233337473869324","54.05587996448655","[82.36309789837736,66.72284152183536,81.14833262181153,36.41219302216268,35.33024105883873,39.67625016631695,36.857141179372135,40.950284962123376,81.98206161598672,50.22528088970928,85.02254063565661,56.84537998789353,42.117336419070725,83.73301629608945,35.622269472036216,41.22194952380154,40.42133380067622,30.33959322742138,60.070575026064645]",""
"epoch_47","finished","-","","","2025-06-17T18:41:12.000Z","251","","84.17294162865284","81.9016476775229","89.48099307470339","85.42654311009589","73.77713839697675","60.796070362322965","74.16764258859952","39.595244462660034","89.98584698059064","81.34394218250739","81.5323064211757","37.741741184191774","91.25482083340482","41.925116435959694","85.14473950668953","33.506037634426","79.73027685172059","29.76726625495536","76.04496803355657","60.145540659831255","81.4862854490356","66.40572636806732","89.49441703352761","81.02981820216955","82.98305650839094","35.007365755223184","82.7483908331133","34.9737169464385","58.48649983758138","38.27859175179748","64.32590965986293","36.2197218870647","55.311715272085685","47.45918853227962","87.85839967879927","83.01576983012116","81.03221961061512","50.30868602014815","47","0.0042997714837183015","1.6137239065485751","0.08633082380883263","0.08627272428560803","0.4870617223604945","0.04054749526235135","","","","1.6137239065485751","79.42202990521487","","","","","2.2317586574554444","53.93935448725174","[81.9016476775229,66.40572636806732,81.02981820216955,35.007365755223184,34.9737169464385,38.27859175179748,36.2197218870647,47.45918853227962,83.01576983012116,50.30868602014815,85.42654311009589,60.796070362322965,39.595244462660034,81.34394218250739,37.741741184191774,41.925116435959694,33.506037634426,29.76726625495536,60.145540659831255]",""
"epoch_46","finished","-","","","2025-06-17T18:37:01.000Z","251","","84.23307088972962","81.61714825947168","89.70378743629823","85.16116905982489","72.96786013826292","59.07858770934396","73.19084735171757","40.84634149780729","90.43456204344272","85.176726961469","81.01667771921632","35.42966734804447","91.41798009782548","35.19225033752978","87.77276180961991","40.64947008973513","79.41921619001995","27.445469905500968","75.17206859595935","60.294185205177385","81.15607413156138","65.89392771071132","89.34310355055665","80.86459073176681","82.51830494214725","34.914808427763965","82.81429128546314","34.46220454941175","59.488655352136746","39.79185000269392","66.35833756519595","35.05154977457227","53.94704568246617","40.69575322374508","87.52367254229829","83.69929562022423","81.42279188807312","50.000647311513","46","0.004687345823184199","1.6359740058884369","0.08699184586945684","0.08655588969626196","0.49358340521501826","0.04138529773223339","","","","1.6359740058884369","79.46847943221005","","","","","2.258264142990112","53.48766545927931","[81.61714825947168,65.89392771071132,80.86459073176681,34.914808427763965,34.46220454941175,39.79185000269392,35.05154977457227,40.69575322374508,83.69929562022423,50.000647311513,85.16116905982489,59.07858770934396,40.84634149780729,85.176726961469,35.42966734804447,35.19225033752978,40.64947008973513,27.445469905500968,60.294185205177385]",""
"epoch_45","finished","-","","","2025-06-17T18:32:49.000Z","252","","83.89245097980522","82.42603503910557","89.42651217463603","84.88347487274423","73.50645147713848","55.931468213257816","72.6850028615337","39.82654939257839","90.60441846949324","84.04494868473553","82.8076034158571","32.81523390960728","91.70628083693524","38.34988714719274","85.24031395772762","34.12825355515191","78.76496547111783","28.3700600594182","75.12950511679634","59.91695737660982","81.29200724704162","65.34604229599401","89.4390512877744","79.5605198007576","82.42418181303712","33.24835424982543","82.91848721294718","34.16632361529441","57.30444877392517","40.18635599070638","62.44277890968477","36.45788263244983","55.42511064825602","39.78466148489008","87.96165159436966","83.78383464606345","81.34244628719554","49.291373614939396","45","0.005011872336272723","1.6590313805271957","0.08915851396951663","0.08685950476098","0.4996286016384154","0.042458173835474726","","","","1.6590313805271957","79.17440360711959","","","","","2.228631915092468","52.76411666217485","[82.42603503910557,65.34604229599401,79.5605198007576,33.24835424982543,34.16632361529441,40.18635599070638,36.45788263244983,39.78466148489008,83.78383464606345,49.291373614939396,84.88347487274423,55.931468213257816,39.82654939257839,84.04494868473553,32.81523390960728,38.34988714719274,34.12825355515191,28.3700600594182,59.91695737660982]",""
"epoch_44","finished","-","","","2025-06-17T18:28:37.000Z","252","","83.82374085940357","81.64030722792833","89.56793305803996","85.49253695507582","72.4325440038108","58.20594768628805","73.30061453151272","41.59380540602817","90.69656621432128","84.8836485246011","81.35353609165922","36.70802426918653","91.43977751354542","36.40869627549449","87.8307287852725","39.00809485805494","78.87829793957587","27.828979589240618","74.75230641292372","59.77083470342613","80.78641172968887","64.60608004215386","89.46452072374942","80.46882761471392","82.81522939176375","37.09894477028221","82.51571808309814","35.488979400441416","58.0422331712779","38.10078996330151","63.057858618449615","38.456711069664046","58.340072345639314","46.599957154368866","87.71752621685418","84.13114712206618","81.42292162020584","50.66024176404418","44","0.005293639640839567","1.682407141035143","0.0907865495968411","0.08714249625839957","0.5063891385044457","0.04340939755070452","","","","1.682407141035143","79.38097564793641","","","","","2.240003444671631","54.060660757703175","[81.64030722792833,64.60608004215386,80.46882761471392,37.09894477028221,35.488979400441416,38.10078996330151,38.456711069664046,46.599957154368866,84.13114712206618,50.66024176404418,85.49253695507582,58.20594768628805,41.59380540602817,84.8836485246011,36.70802426918653,36.40869627549449,39.00809485805494,27.828979589240618,59.77083470342613]",""
"epoch_43","finished","-","","","2025-06-17T18:24:23.000Z","253","","83.69023737532306","81.32430301650575","89.56357804719114","84.99564285869693","72.46470483114494","59.02445821097082","73.90138345389477","40.873600344866894","90.57021027846636","84.19523080181735","78.12258788586107","36.015694885338576","90.68010279120134","36.48056347732883","86.89533690898881","29.080491403944336","78.15384646644436","25.810050046226557","74.95991351695697","58.67431717311709","81.13248859406632","66.93729457873555","89.29697616851875","80.43139413420093","81.8300406099241","31.530318511030675","82.55090694598624","34.59513407350996","56.956179561701006","40.8965504674844","66.09497523580079","38.710288034684645","57.02820060123109","42.47484837247138","88.15934201763504","82.73082607758627","81.5547641171183","49.974986820054426","43","0.005544193900325563","1.7026370745578796","0.0912851315968061","0.08738564931178518","0.5109170098189483","0.04420897330491597","","","","1.7026370745578796","79.13714607407654","","","","","2.2514219732284544","52.88189438360902","[81.32430301650575,66.93729457873555,80.43139413420093,31.530318511030675,34.59513407350996,40.8965504674844,38.710288034684645,42.47484837247138,82.73082607758627,49.974986820054426,84.99564285869693,59.02445821097082,40.873600344866894,84.19523080181735,36.015694885338576,36.48056347732883,29.080491403944336,25.810050046226557,58.67431717311709]",""
"epoch_42","finished","-","","","2025-06-17T18:20:10.000Z","253","","83.79268689945226","81.50133804729305","89.47454369219687","85.56362937314007","72.36421637359743","57.31186685878307","72.74695503172325","39.31900097385972","90.22132889470863","84.35185746226249","81.80928248040222","36.46706790961806","90.66499796807176","32.62123258257181","84.9673424882325","35.10640896610351","79.58876501690727","27.93571484774569","74.79198014907462","60.3228304378854","81.43183417648034","67.23028590522934","89.2024187583853","79.68534500486183","82.12799128169118","37.041334880557","81.94979459917353","34.249100973761784","57.03631039283541","40.12805747280435","63.80941841213868","34.79031691559611","55.380103484148854","43.82692268527633","87.80451259911908","83.65017481564767","81.56883460221518","50.653221602983045","42","0.005770799623628855","1.7264792503594746","0.09329524200229548","0.08769642375883559","0.517261013578216","0.04514273796846697","","","","1.7264792503594746","78.98596406845023","","","","","2.3310800275802612","53.25030040610422","[81.50133804729305,67.23028590522934,79.68534500486183,37.041334880557,34.249100973761784,40.12805747280435,34.79031691559611,43.82692268527633,83.65017481564767,50.653221602983045,85.56362937314007,57.31186685878307,39.31900097385972,84.35185746226249,36.46706790961806,32.62123258257181,35.10640896610351,27.93571484774569,60.3228304378854]",""
"epoch_41","finished","-","","","2025-06-17T18:15:58.000Z","252","","83.46209565676827","80.86786484423786","89.23450861544308","85.39522032481109","74.23307771834308","60.75287291446724","72.31846951746247","38.73040498298098","90.3789795631852","85.01681449902388","83.46210151653283","36.419581247314845","90.9956564564955","41.50834838011263","85.64472245184656","24.08916502393691","77.55887827123887","29.30561508786969","74.58313569416147","59.6802073715345","81.27091375040337","66.69143753462396","89.55573676245324","80.5436017950465","81.10735124062607","36.64901838418678","82.31777488742634","33.67771938533395","57.75528794335592","38.06105364074191","66.04742065610299","37.388305114797745","56.582632072872755","42.927727379238775","87.42100672733272","84.63832583440241","80.10246884696551","50.590025802121254","41","0.0059783557057950945","1.7509970646778137","0.09687002689480478","0.08806583078687125","0.5223172106815659","0.04644358968101537","","","","1.7509970646778137","79.1595904394219","","","","","2.2761552839279173","53.31227944983068","[80.86786484423786,66.69143753462396,80.5436017950465,36.64901838418678,33.67771938533395,38.06105364074191,37.388305114797745,42.927727379238775,84.63832583440241,50.590025802121254,85.39522032481109,60.75287291446724,38.73040498298098,85.01681449902388,36.419581247314845,41.50834838011263,24.08916502393691,29.30561508786969,59.6802073715345]",""
