"Name","State","Notes","User","Tags","Created","Runtime","Sweep","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","lr","mean_loss","mean_loss_aux","mean_loss_bce","mean_loss_main","train_flops","train_fps","train_latency","train_loss","train_mIoU","train_params","val_flops","val_fps","val_latency","val_loss","val_mIoU","val_mIoU_per_class","val_params"
"epoch_50","finished","-","","","2025-06-06T22:57:25.000Z","366","","81.95610734949528","78.90710560612195","89.11521588733936","84.38113979094804","79.77633225867628","59.99409644990903","73.92100179045738","29.35653916885422","87.93173062729151","82.93053674616094","83.25396880559077","33.86545145697805","93.48869599820928","35.26416683459668","90.6084401856072","27.86187528969108","79.84817157656397","23.78673739569518","69.04216500973831","54.42244625065066","80.49971154886344","65.94737860682157","90.11385512154264","81.51709686689487","84.47365583132756","37.68598392045916","80.03291207292432","31.66270676104803","63.89634395778072","40.842911777442694","62.88993947431397","32.53445983199818","73.5917631948705","49.35114246914735","91.69250179464689","85.267249424351","77.73255151216748","45.13723708576193","50","0","2.318157232444705","0.09099884439288204","0.08703910252292647","0.04223572697405142","71.985465344","28.82356905434143","36.15875577926636","2.318157232444705","80.72974021038982","37314311","71.985465344","28.59063523042778","34.98307776451111","0.6612979981899262","51.61664535439635","[78.90710560612195,65.94737860682157,81.51709686689487,37.68598392045916,31.66270676104803,40.842911777442694,32.53445983199818,49.35114246914735,85.267249424351,45.13723708576193,84.38113979094804,59.99409644990903,29.35653916885422,82.93053674616094,33.86545145697805,35.26416683459668,27.86187528969108,23.78673739569518,54.42244625065066]","37314311"
"epoch_49","finished","-","","","2025-06-06T22:52:34.000Z","291","","81.94299687851841","78.95374551785847","89.12596189464027","84.74749077646248","79.7412078999155","61.01603302262886","73.7688028195387","32.62183497721199","87.45982115405585","80.8967968405508","83.55630975661418","34.13226019938301","93.519042866972","34.66159612562189","89.57417218056126","27.82698735748676","80.79232248049264","25.98619690745202","68.48806240116636","54.55523630311148","80.72606400171003","67.09429931679577","90.11458524996092","81.6533952824961","84.26665414245247","37.64334508983644","79.95609727268999","32.08025327598111","63.90398068422306","40.904924726578294","63.74500637912054","34.13079624654697","73.73469572520703","49.75506734870511","91.72383700521628","85.23253487720284","78.36211903701336","45.00263593752469","49","0.00018484470457853937","2.321366892516158","0.09078044182699144","0.08709201104844193","0.04239755042333336","","","","2.321366892516158","80.76324946474047","","","","","0.653107581615448","52.04712790154922","[78.95374551785847,67.09429931679577,81.6533952824961,37.64334508983644,32.08025327598111,40.904924726578294,34.13079624654697,49.75506734870511,85.23253487720284,45.00263593752469,84.74749077646248,61.01603302262886,32.62183497721199,80.8967968405508,34.13226019938301,34.66159612562189,27.82698735748676,25.98619690745202,54.55523630311148]",""
"epoch_48","finished","-","","","2025-06-06T22:47:42.000Z","292","","81.99835919063614","78.7852949872553","89.15074442514376","84.89802331728308","79.78735363450883","61.60926193777295","74.08785907682596","33.13616732861618","87.21285878346988","82.21522216609294","83.92550305059625","35.220360014026745","93.38268525880244","34.37395012007515","90.70001644078252","29.294851234322923","80.42965445267583","26.55454186888","68.25889966924593","55.30161884462434","80.54542068659504","66.77377174677743","90.10651399992462","81.58248683344712","84.47112827405356","39.84703522195626","80.05787076670205","32.22475114448698","63.567740126990046","41.03705335862157","62.990902039638385","34.883241861765995","73.12979024686756","49.77408043191357","91.65469107323216","85.3435925378986","77.82126071825782","45.83127594660304","48","0.000344932415365304","2.327123396875901","0.09131668760197156","0.08721336963143361","0.04285698202521595","","","","2.327123396875901","80.69890799552361","","","","","0.6533810791969299","52.56245162644317","[78.7852949872553,66.77377174677743,81.58248683344712,39.84703522195626,32.22475114448698,41.03705335862157,34.883241861765995,49.77408043191357,85.3435925378986,45.83127594660304,84.89802331728308,61.60926193777295,33.13616732861618,82.21522216609294,35.220360014026745,34.37395012007515,29.294851234322923,26.55454186888,55.30161884462434]",""
"epoch_47","finished","-","","","2025-06-06T22:42:50.000Z","292","","82.00684809372841","79.32974026002029","89.16345360220662","84.7180761542138","79.64041470984414","61.09357648021509","73.85868673039217","32.860167855212005","87.38085244528536","81.34264018294775","83.79078509360892","34.64117876174229","92.87663226229785","36.03325265016583","89.95899428690826","28.59216490832569","79.90571994286799","25.722966740817093","68.51528697506023","53.02668702279239","80.44473514871697","65.76925010544024","89.99226678315303","81.50755185611735","83.81058319442832","37.17454681734704","79.68353957770768","31.5235687038059","63.46362042043986","41.0356941912687","63.42578707331411","32.32648351804243","73.24095768796366","50.060731743445416","91.62458224431376","85.36057479176593","77.95655031848295","44.40523444686683","47","0.0004968395304717264","2.334176705387106","0.09173867445789828","0.08734338469898124","0.04337192460913543","","","","2.334176705387106","80.56527876793265","","","","","0.647907573223114","51.92232037845011","[79.32974026002029,65.76925010544024,81.50755185611735,37.17454681734704,31.5235687038059,41.0356941912687,32.32648351804243,50.060731743445416,85.36057479176593,44.40523444686683,84.7180761542138,61.09357648021509,32.860167855212005,81.34264018294775,34.64117876174229,36.03325265016583,28.59216490832569,25.722966740817093,53.02668702279239]",""
"epoch_46","finished","-","","","2025-06-06T22:37:58.000Z","292","","81.89861206808631","78.97942023719253","89.0057431612618","84.71847092460474","79.52793743040128","60.84042872048549","73.26887169690228","31.445270867266657","87.2618809475009","81.25188789132733","84.47910378092422","34.207152591427004","92.57799452201216","34.101524204616986","89.70314182517512","29.237379777939328","79.36666261283864","26.256905111530653","69.08154510281078","53.356179077612154","80.67860343764697","67.06141503192103","90.00584308583137","81.63208772838672","83.84927271929354","38.65880672211435","79.78362493901294","32.30304179928893","63.34026570393911","40.73253614329708","62.84161888312027","32.83997424824497","72.41358321851673","49.1090475115475","91.64385307645648","85.40653821900572","77.7084538591545","45.39557524584","46","0.0006436666467726117","2.3428486382384945","0.0926783565934226","0.08750874854377814","0.04403620954536603","","","","2.3428486382384945","80.44403221425713","","","","","0.6464725232124329","51.9754548449289","[78.97942023719253,67.06141503192103,81.63208772838672,38.65880672211435,32.30304179928893,40.73253614329708,32.83997424824497,49.1090475115475,85.40653821900572,45.39557524584,84.71847092460474,60.84042872048549,31.445270867266657,81.25188789132733,34.207152591427004,34.101524204616986,29.237379777939328,26.256905111530653,53.356179077612154]",""
"epoch_45","finished","-","","","2025-06-06T22:33:06.000Z","291","","81.88025779697932","79.06464810525149","89.0891808603012","84.5847095339191","79.53678748099478","61.534339546292706","72.79560666714471","30.656996801893676","87.75080630854221","80.67200218075308","82.92461042864787","33.90500600775392","92.81369215211504","35.48082370999144","89.35331809902002","28.9383918484639","79.5000590826301","24.502582034076543","68.43594303190366","55.86631547438638","80.63790438018017","66.617744575929","89.87559857640042","81.6087297381304","83.68808186161095","38.43079103322667","79.46295948074619","32.559219380649765","63.150589079784744","40.39501293564044","62.06193075154932","33.92360228531936","72.42721467395647","49.82869391251675","91.59748500195116","85.22160834379567","77.45322688528108","43.55273411394872","45","0.0007868283823713545","2.351583292769415","0.09325507323970927","0.08769069354194418","0.04458055599727703","","","","2.351583292769415","80.2334343473547","","","","","0.6396320996284485","51.96547113483889","[79.06464810525149,66.617744575929,81.6087297381304,38.43079103322667,32.559219380649765,40.39501293564044,33.92360228531936,49.82869391251675,85.22160834379567,43.55273411394872,84.5847095339191,61.534339546292706,30.656996801893676,80.67200218075308,33.90500600775392,35.48082370999144,28.9383918484639,24.502582034076543,55.86631547438638]",""
"epoch_44","finished","-","","","2025-06-06T22:28:13.000Z","292","","81.82361819830537","78.7521816808184","89.10839363110524","85.12035202941183","79.38802727718492","61.89983336035735","72.79588361700388","31.91334706866636","88.0196657871678","82.41415786578696","83.0681309564992","34.69451722448018","92.88656725193476","35.01138987950292","89.77767773503224","29.459882237385727","79.49633444881728","26.753545419701023","66.75689580311118","55.52107568438608","80.36838366052451","66.93202222672791","89.93655020110238","81.33211619322881","83.65059680999718","37.8207266786261","79.82379416141403","32.31781335919253","62.95350931404878","41.06994800350717","63.851361744016735","34.808722941453944","72.47255029362812","49.60547939559732","91.54428433488376","85.47971544074362","76.69348925262801","45.29335132334873","44","0.0009271353468595546","2.357879150914782","0.0939303666978847","0.08781837205622943","0.04508836246060051","","","","2.357879150914782","80.23240602517923","","","","","0.6373079299926758","52.43158831646963","[78.7521816808184,66.93202222672791,81.33211619322881,37.8207266786261,32.31781335919253,41.06994800350717,34.808722941453944,49.60547939559732,85.47971544074362,45.29335132334873,85.12035202941183,61.89983336035735,31.91334706866636,82.41415786578696,34.69451722448018,35.01138987950292,29.459882237385727,26.753545419701023,55.52107568438608]",""
"epoch_43","finished","-","","","2025-06-06T22:23:21.000Z","292","","81.78019561983078","79.56288134501794","89.21012265570283","84.69791507620066","79.48387433338313","60.82827444670287","72.6043203946","31.951721317760107","87.4549442462736","82.1738557230535","83.26614086250103","36.364431737003535","92.91539602546504","36.31775605261811","90.1891923674563","29.33760759739495","79.03812713666282","25.90397741455142","65.44193150502947","49.19006586851154","80.34483652582928","64.6479970867789","89.95225247560911","81.63371621731713","83.90242889594265","39.232003960366335","80.03183233047424","32.47574733605715","62.81558946027852","41.11324623608614","62.96633245355841","32.43635273992337","72.26521715570381","49.66957439829432","91.5784561889462","85.39407266986252","77.56770020727657","43.22962440699676","43","0.0010651119308332296","2.367325631716779","0.0943914238581524","0.0880204957101788","0.045772985017292066","","","","2.367325631716779","80.14783636002755","","","","","0.6341244342327118","51.90320113844722","[79.56288134501794,64.6479970867789,81.63371621731713,39.232003960366335,32.47574733605715,41.11324623608614,32.43635273992337,49.66957439829432,85.39407266986252,43.22962440699676,84.69791507620066,60.82827444670287,31.951721317760107,82.1738557230535,36.364431737003535,36.31775605261811,29.33760759739495,25.90397741455142,49.19006586851154]",""
"epoch_42","finished","-","","","2025-06-06T22:18:29.000Z","292","","81.61032597672875","78.78501374792391","89.16684080971868","84.6034761964272","79.50150723234165","61.62092388271794","72.91883952379288","32.20488808667747","88.14265339278276","84.66095199056018","82.73375242190284","34.98609778673925","92.93019996865408","36.25231789367843","90.57953220668828","30.34395132718135","78.60770954801617","25.645433125665544","67.08756562877181","54.38306852432139","80.29794249333874","65.13582847843946","89.87084148289412","81.54035333114669","83.19432115022097","40.18468256949662","80.28588745606025","32.320602362181575","62.63405638581221","41.218826739605355","65.10412798115357","36.64789234588769","72.83007040008272","49.81927052715364","91.46523431947833","85.35286685443036","78.28255897628169","44.69733573166408","42","0.0012011244339814315","2.376946264550886","0.09569064218731024","0.08822406524124037","0.04651175882980114","","","","2.376946264550886","80.38126143972214","","","","","0.6282642195224762","52.65283060536306","[78.78501374792391,65.13582847843946,81.54035333114669,40.18468256949662,32.320602362181575,41.218826739605355,36.64789234588769,49.81927052715364,85.35286685443036,44.69733573166408,84.6034761964272,61.62092388271794,32.20488808667747,84.66095199056018,34.98609778673925,36.25231789367843,30.34395132718135,25.645433125665544,54.38306852432139]",""
"epoch_41","finished","-","","","2025-06-06T22:13:37.000Z","292","","81.72240571454044","78.47141013087462","89.1044824564895","85.20794215773472","79.53991427181923","61.190707839130134","72.25026657239809","31.558228124359317","87.16015565903426","84.39109005492517","82.41993229849653","33.51889467371939","92.546874269416","35.78098589314252","89.89592643891477","27.083279132086265","78.54837531056657","26.634306004811357","68.35186553539603","54.89009713121086","80.32792268403702","65.9682477079429","89.85645817866477","81.74506455095735","83.2767596883664","39.241150484734874","79.73596465695867","32.67834205971181","62.29446145410511","41.10705955669427","64.76891165433926","35.86577914606789","72.97204553877138","50.31084374377978","91.4253719757566","85.25338938711485","78.16882627986489","44.31066978176345","41","0.0013354427415283657","2.385179414397281","0.096162088291184","0.08841774486593011","0.04710711187116669","","","","2.385179414397281","80.22983792831239","","","","","0.622107015132904","52.3793414505664","[78.47141013087462,65.9682477079429,81.74506455095735,39.241150484734874,32.67834205971181,41.10705955669427,35.86577914606789,50.31084374377978,85.25338938711485,44.31066978176345,85.20794215773472,61.190707839130134,31.558228124359317,84.39109005492517,33.51889467371939,35.78098589314252,27.083279132086265,26.634306004811357,54.89009713121086]",""
