"Name","State","Notes","User","Tags","Created","Runtime","Sweep","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","loss","lr","train_flops","train_fps","train_latency","train_loss","train_mIoU","train_params","val_flops","val_fps","val_latency","val_loss","val_mIoU","val_mIoU_per_class","val_params"
"epoch_50","finished","-","","","2025-05-24T19:11:20.000Z","2270","","77.2810405200664","75.7130137892621","84.291385367234","81.34496314107906","62.68218480291088","56.01654804117058","42.453975868247035","33.42370617888354","86.46392239625176","83.56125873167444","61.655619645050365","46.81057462391601","68.92497850495438","55.89717975123415","73.34287935333847","30.986773407587876","50.21776078181433","35.21787748541075","54.23349997362106","53.38575504741192","66.51035309367971","57.48619930138009","82.03791478436601","77.98453591741949","46.64245575437215","29.25219549422245","48.37865066531394","27.90451929614414","28.801802976818585","24.424903085422144","33.986149826400776","28.269202805510773","42.95522993976913","37.87591752381405","83.2387005921356","80.94811094679739","55.75258241999386","40.54238203546632","50","0.4516647607372462","0","374.664739584","4.0785298132108565","247.41793131828308","0.4516647607372462","60.51847827717571","43795724","374.664739584","4.076058683694635","245.34275007247925","0.6337169888847602","50.37082192651617","[75.7130137892621,57.48619930138009,77.98453591741949,29.25219549422245,27.90451929614414,24.424903085422144,28.269202805510773,37.87591752381405,80.94811094679739,40.54238203546632,81.34496314107906,56.01654804117058,33.42370617888354,83.56125873167444,46.81057462391601,55.89717975123415,30.986773407587876,35.21787748541075,53.38575504741192]","43795724"
"epoch_49","finished","-","","","2025-05-24T18:41:39.000Z","1781","","77.36828280390098","75.65141012491057","84.27016659748632","81.26744222149978","62.664831243096074","56.36401585782775","42.18017554303944","33.29684343087883","86.3134797602429","83.75438562653659","60.876392055419146","45.80609336327245","67.33353059056124","56.37537961418367","74.34040613764115","35.210990432101646","51.64026828290731","35.92248329964456","54.19040744633321","53.38024274750993","66.5678330785571","57.35425997662791","82.02821628045224","77.96765015387813","46.22007580114549","28.831373993676017","47.99626330366575","27.702669573760687","28.778485248910616","25.34804983829948","33.94400477615308","28.081112929815948","42.55343822227045","38.02088410470428","83.18342359240839","80.97358991964482","56.06972342771546","40.59834390842336","49","0.4522827033891933","0.0000029575152732566297","","","","0.4522827033891933","60.44838969431087","","","","","0.6337176950391895","50.6266958482735","[75.65141012491057,57.35425997662791,77.96765015387813,28.831373993676017,27.702669573760687,25.34804983829948,28.081112929815948,38.02088410470428,80.97358991964482,40.59834390842336,81.26744222149978,56.36401585782775,33.29684343087883,83.75438562653659,45.80609336327245,56.37537961418367,35.210990432101646,35.92248329964456,53.38024274750993]",""
"epoch_48","finished","-","","","2025-05-24T18:12:01.000Z","1778","","77.31864369782073","75.72873138436069","84.17733768585136","81.08633247008697","62.808121185463584","55.935953123619264","42.44297606153772","33.60799458600863","86.47403922064998","83.34648290638043","61.67946461797561","45.538545815747","67.90522498988064","55.2873209031256","75.05155734850506","31.16597574677462","49.72638986529691","34.70081781942217","54.23521749679683","53.01299931355764","66.55998001859959","57.20108088432937","82.05871819748036","78.04107741305528","46.763791526973485","28.827767241628433","48.10226362288647","27.832885284855696","28.954756841095964","25.0584343799883","34.22321870088383","28.080934156409537","42.96865338990518","37.96645969129547","83.1771142132073","80.96826407911264","55.93892847952264","40.607304461994325","48","0.4524397963785943","0.000005518918645844864","","","","0.4524397963785943","60.55612616633332","","","","","0.6311585589083369","50.210282192723795","[75.72873138436069,57.20108088432937,78.04107741305528,28.827767241628433,27.832885284855696,25.0584343799883,28.080934156409537,37.96645969129547,80.96826407911264,40.607304461994325,81.08633247008697,55.935953123619264,33.60799458600863,83.34648290638043,45.538545815747,55.2873209031256,31.16597574677462,34.70081781942217,53.01299931355764]",""
"epoch_47","finished","-","","","2025-05-24T17:42:25.000Z","1776","","77.31523899970271","75.72561901163115","84.24425366351524","81.20961076625915","62.48171438951019","56.50476828464803","42.74013168697825","33.52074768060489","86.46720198279294","83.71620429711275","61.23826506509447","46.83561432201628","67.47887002853489","56.147374391039406","73.95905455614569","35.237923245036754","49.68869970476737","35.80504984313049","54.028368549448416","53.44593793386806","66.55200956070364","56.95589200409731","82.06719370766179","77.83227812407857","46.293382290350294","29.967706347403393","47.9962664829385","27.43580752486216","28.938656888418947","25.446768826503003","33.700254022015244","28.65867682386684","42.84750806923645","38.35827603319578","83.24526291818293","81.15371067950686","55.45250649092404","39.538002036763544","47","0.4551816429118164","0.000007949432487547622","","","","0.4551816429118164","60.35446521352221","","","","","0.6335781803744995","50.71031411450655","[75.72561901163115,56.95589200409731,77.83227812407857,29.967706347403393,27.43580752486216,25.446768826503003,28.65867682386684,38.35827603319578,81.15371067950686,39.538002036763544,81.20961076625915,56.50476828464803,33.52074768060489,83.71620429711275,46.83561432201628,56.147374391039406,35.237923245036754,35.80504984313049,53.44593793386806]",""
"epoch_46","finished","-","","","2025-05-24T17:12:19.000Z","1805","","77.33698907026599","75.73390407141837","84.27690576512991","81.50383734403155","62.95823103521202","56.017258121242385","42.16365949413841","33.66171883417918","86.59009983455611","83.4578362496766","61.63883525164604","47.92579741091685","68.46343058298973","55.81807623752649","75.7887971789376","33.82486717176855","49.41519921448981","34.65801586357999","53.99615582002377","53.1800869841925","66.7188629864466","57.149534534092815","82.21419778065469","78.02048006299754","46.42716473283281","29.703333561850787","48.466817113992974","27.769677880833697","29.064374648461605","25.508609588174195","33.51479674686616","28.618622379991283","42.79175186098993","38.01247299477144","83.24221771165892","81.22523589713532","55.82034421544528","40.008636588479426","46","0.45660218317772594","0.000010298666348361789","","","","0.45660218317772594","60.573096370775694","","","","","0.6328919406779512","50.62094746193994","[75.73390407141837,57.149534534092815,78.02048006299754,29.703333561850787,27.769677880833697,25.508609588174195,28.618622379991283,38.01247299477144,81.22523589713532,40.008636588479426,81.50383734403155,56.017258121242385,33.66171883417918,83.4578362496766,47.92579741091685,55.81807623752649,33.82486717176855,34.65801586357999,53.1800869841925]",""
"epoch_45","finished","-","","","2025-05-23T23:06:05.000Z","2015","","77.3868287161263","75.75474655677226","84.40173040600077","81.10873301107557","62.67815952661887","55.91339238878971","41.8633565901828","34.002268468022486","86.57924276923414","83.84495986802074","61.60122252481395","46.12283377348463","69.08256562826409","55.94517985523964","72.39842576336223","35.8199000488483","49.907662099142634","33.98149048211226","54.12494161740189","52.38352801241793","66.93474442763632","57.73092988571599","82.22111525999837","78.12107151914154","46.08844909313741","29.57752102247041","47.9957880549399","27.6244808741732","28.988903554889372","25.29222168685006","34.225227924496","28.241052656034004","43.10240944824905","38.07043235771776","83.33803382221014","81.26073279320241","55.457496472569424","40.40170708271436","45","0.24150572222380237","0.000012589254117941671","","","","0.24150572222380237","60.44085808943546","","","","","0.3213657692164004","50.58932538646333","[75.75474655677226,57.73092988571599,78.12107151914154,29.57752102247041,27.6244808741732,25.29222168685006,28.241052656034004,38.07043235771776,81.26073279320241,40.40170708271436,81.10873301107557,55.91339238878971,34.002268468022486,83.84495986802074,46.12283377348463,55.94517985523964,35.8199000488483,33.98149048211226,52.38352801241793]",""
"epoch_44","finished","-","","","2025-05-23T22:32:24.000Z","2021","","77.3398583549893","75.79870764810096","84.20455340573572","81.06071673434798","62.930389815025514","56.32331107450344","41.45307340229008","34.009918133649784","86.34706463868189","83.97843104888408","60.99127782005531","45.33440633950416","65.1019282375436","56.65525747339481","73.12447878431331","38.54819309552446","49.663923857263434","34.858478148766515","54.122841223371395","52.78060450699547","66.71436200572053","57.50597078541981","82.16422469095221","78.11176470835093","46.34605428990494","30.181612133853037","47.310154231339006","27.582778544924363","28.927066310309428","25.482110826987142","33.739857069579095","29.066931485159515","42.97108165281549","38.253341937950694","83.33706810822231","81.44682139080001","55.89488556038158","40.42134653683747","44","0.2430014631334152","0.000014834165549752874","","","","0.2430014631334152","60.141270708341786","","","","","0.3183747543367797","50.91582645020814","[75.79870764810096,57.50597078541981,78.11176470835093,30.181612133853037,27.582778544924363,25.482110826987142,29.066931485159515,38.253341937950694,81.44682139080001,40.42134653683747,81.06071673434798,56.32331107450344,34.009918133649784,83.97843104888408,45.33440633950416,56.65525747339481,38.54819309552446,34.858478148766515,52.78060450699547]",""
"epoch_43","finished","-","","","2025-05-23T21:58:44.000Z","2020","","77.33142256390809","75.76673796086554","84.26110301078732","81.2824815059122","62.72903015653186","56.48728966608129","41.344103858244594","33.85991798865095","86.46652621583107","83.67895240807019","60.403322243956545","46.91103996546638","66.80018768390462","55.817330175124965","73.90203147677065","33.13847473989058","49.3166170493583","33.94128835829421","53.95461011419249","53.238594821582694","66.41451007281219","57.61851991551617","82.14463381815753","78.17808314521932","46.28939498743595","28.99065277462312","48.224372036721405","27.98883699273556","28.835098035856127","25.422736332958937","33.68870412587725","28.210984923647807","42.89098162568568","38.07562177010467","83.39291408136769","81.15931198279317","55.96520089309445","40.395380680834606","43","0.24361229727741415","0.000017041790893331676","","","","0.24361229727741415","60.22919810792072","","","","","0.3189236039886931","50.534854532019594","[75.76673796086554,57.61851991551617,78.17808314521932,28.99065277462312,27.98883699273556,25.422736332958937,28.210984923647807,38.07562177010467,81.15931198279317,40.395380680834606,81.2824815059122,56.48728966608129,33.85991798865095,83.67895240807019,46.91103996546638,55.817330175124965,33.13847473989058,33.94128835829421,53.238594821582694]",""
"epoch_42","finished","-","","","2025-05-23T21:25:31.000Z","1992","","77.2866714971151","75.77549756940938","84.20911063363243","81.21935444083793","62.662979605348625","56.413841946064","41.251456208341494","33.44563463842668","86.31914662631067","83.65452668210396","59.18103339004964","46.74536817684251","66.02813681280914","55.901676685343546","74.28315982977918","34.70923947357883","49.89669983145762","34.36791077022792","53.63542409529064","53.24549711705798","66.79685156477646","57.55560081873886","82.0108607022815","78.18010175768828","45.77256599987507","29.643067444808835","47.27367195875373","27.755418368568808","28.785270172703058","25.373155253532797","33.97943336975269","28.454252417555164","42.91678893715776","38.17843177884966","83.31200856526985","81.18668823617901","55.56184182026197","40.16387613769951","42","0.24402500245407335","0.000019217990943702904","","","","0.24402500245407335","60.06121640110351","","","","","0.31947392600025243","50.62995472176387","[75.77549756940938,57.55560081873886,78.18010175768828,29.643067444808835,27.755418368568808,25.373155253532797,28.454252417555164,38.17843177884966,81.18668823617901,40.16387613769951,81.21935444083793,56.413841946064,33.44563463842668,83.65452668210396,46.74536817684251,55.901676685343546,34.70923947357883,34.36791077022792,53.24549711705798]",""
"epoch_41","finished","-","","","2025-05-23T20:52:16.000Z","1995","","77.3082059889109","75.75211998233299","84.26577157822658","81.27692481198325","62.696596440857085","55.57954443342974","41.00542652662786","33.682015990284384","86.43388729448691","83.96648762905394","60.74639383945942","48.07553332474569","65.34494143699474","56.947945205479456","73.27914392775533","38.193818266325806","50.27790790857782","35.17179251571986","53.758142620578695","52.80721397001676","66.78712559876129","57.43774364268529","82.14311766497181","78.02949101372974","46.1439212910982","29.5066405631719","47.67105772633237","27.54099168786554","28.783700179046097","25.258824307831645","33.96696256394728","28.86606534211427","42.88717666903273","38.06054288474824","83.31792879252853","81.20580173746352","55.768068590008326","40.20017080982385","41","0.2440435766377522","0.00002136708386445385","","","","0.2440435766377522","60.136077717800106","","","","","0.3207075841234116","50.92419305888452","[75.75211998233299,57.43774364268529,78.02949101372974,29.5066405631719,27.54099168786554,25.258824307831645,28.86606534211427,38.06054288474824,81.20580173746352,40.20017080982385,81.27692481198325,55.57954443342974,33.682015990284384,83.96648762905394,48.07553332474569,56.947945205479456,38.193818266325806,35.17179251571986,52.80721397001676]",""
