"Name","State","Notes","User","Tags","Created","Runtime","Sweep","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","loss","lr","train_flops","train_fps","train_latency","train_loss","train_loss_final","train_mIoU","train_mIoU_final","train_params","val_flops","val_fps","val_latency","val_loss","val_loss_final","val_mIoU","val_mIoU_final","val_mIoU_per_class","val_params"
"epoch_50","finished","-","","","2025-05-15T13:49:08.000Z","481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","0.36455941943418585","0","25.779775698","57.50903615529358","18.355870723724365","","0.36455941943418585","","73.44327608031811","12581672","25.779775698","57.031830394994465","17.540295362472534","","0.2666693232059479","","49.96667781979193","","12581672"
"epoch_49","finished","-","","","2025-05-15T13:41:42.000Z","446","","82.08861752157492","80.08685115338166","88.34700565103957","84.31217247741031","70.71748989306398","58.60833501210946","59.05583469749908","32.29336862470855","84.09410006116224","74.82834992076516","83.78256224307017","32.779629910655004","85.19722781004604","32.30289476901286","89.08111922599169","32.33013983571959","70.44896719078275","24.61182033504898","62.58788836918841","52.54328419280739","77.82179048534084","63.72670263953329","86.88095050922419","79.6597093007505","67.99031666080981","27.810782047971987","76.21408422183535","30.53200155845996","42.61862295632828","31.585607719928383","48.50762177433936","33.554453840311965","60.013624021167686","45.69531609103314","85.78498318015176","82.05009010306543","75.99365753550484","45.56291596537697","49","0.36487924521812654","0.00018484470457853937","","","","0.36487924521812654","","73.53823494779584","","","","","","0.26937439197301866","","49.73023292095003","","[80.08685115338166,63.72670263953329,79.6597093007505,27.810782047971987,30.53200155845996,31.585607719928383,33.554453840311965,45.69531609103314,82.05009010306543,45.56291596537697,84.31217247741031,58.60833501210946,32.29336862470855,74.82834992076516,32.779629910655004,32.30289476901286,32.33013983571959,24.61182033504898,52.54328419280739]",""
"epoch_48","finished","-","","","2025-05-15T13:34:18.000Z","443","","82.04408062068563","79.97625139023903","88.3392075714871","84.09717125703358","70.56789472306647","58.88815795587927","58.83029891705272","32.80876016295207","84.33528001779197","75.68195115234701","84.13248277578056","31.959640291162195","85.72349652449634","30.35800111436725","88.87080082192381","30.892604241387545","70.84165176004599","25.372907616125396","62.90898413221105","53.390852559457315","77.95097510019801","63.35303808612176","86.82427714245566","79.47178785993584","67.33792565185624","25.39232955770878","76.27416565759277","29.853515112970552","42.4162607725309","31.286295062674608","48.62813173746718","33.47308813189812","60.068664637395216","45.80979573995192","85.81196874342332","81.75701943830333","75.44200243702348","45.66065074095118","48","0.3658165498316743","0.000344932415365304","","","","0.3658165498316743","","73.54466051286761","","","","","","0.27325770449638365","","49.44651670902457","","[79.97625139023903,63.35303808612176,79.47178785993584,25.39232955770878,29.853515112970552,31.286295062674608,33.47308813189812,45.80979573995192,81.75701943830333,45.66065074095118,84.09717125703358,58.88815795587927,32.80876016295207,75.68195115234701,31.959640291162195,30.35800111436725,30.892604241387545,25.372907616125396,53.390852559457315]",""
"epoch_47","finished","-","","","2025-05-15T13:26:51.000Z","447","","82.10820971368909","79.40674630297801","88.26245845080555","84.04073482181997","70.54318005288461","58.8832373844507","58.95815620578514","32.311978157533396","84.17908036902071","79.76948275773896","82.65852125980612","33.42123239622888","85.15420407419626","35.7343775399551","88.84192559279276","31.626352240168657","70.06284594840926","25.117744164785492","62.78936771361341","52.91751442750243","77.83491993223548","63.47812459644925","86.82566567901165","79.48905920956012","67.08433144617135","26.532281957819947","75.75671678924755","29.63147258438264","42.27016270769286","31.19763916313296","48.49401223225518","33.31043614001404","60.0283246987715","45.85279059645579","85.73729291405937","82.48693191413444","75.67272804451461","45.68303224319258","47","0.3672091889624074","0.0004968395304717264","","","","0.3672091889624074","","73.32958441184013","","","","","","0.2692220140695572","","50.04690361043702","","[79.40674630297801,63.47812459644925,79.48905920956012,26.532281957819947,29.63147258438264,31.19763916313296,33.31043614001404,45.85279059645579,82.48693191413444,45.68303224319258,84.04073482181997,58.8832373844507,32.311978157533396,79.76948275773896,33.42123239622888,35.7343775399551,31.626352240168657,25.117744164785492,52.91751442750243]",""
"epoch_46","finished","-","","","2025-05-15T13:19:24.000Z","447","","82.06376850054768","80.24170325296588","88.33254207638932","84.16345354147892","70.52306172242703","58.591143935579915","58.67149491817729","31.447031862681445","83.8947381414901","74.19741339449473","82.64364898383909","32.66335697179226","84.9995708348192","32.701240806336806","88.58253706451458","30.71122831268297","70.63015885239818","24.713043093335685","62.546671830938664","53.51685838676923","77.75677317233661","63.77936209417576","86.79034576497881","79.64521042155866","67.64508635610966","27.688889104246066","75.99138161952011","30.063490841478195","42.25703374639545","31.474392841925862","48.19968920229709","33.4181961375154","59.755995544065414","45.721413721413725","85.98075962822406","82.10441482828327","75.73775652393594","45.50562619108362","46","0.36795299308748947","0.0006436666467726117","","","","0.36795299308748947","","73.3159481307055","","","","","","0.2684041123390198","","49.597235249463075","","[80.24170325296588,63.77936209417576,79.64521042155866,27.688889104246066,30.063490841478195,31.474392841925862,33.4181961375154,45.721413721413725,82.10441482828327,45.50562619108362,84.16345354147892,58.591143935579915,31.447031862681445,74.19741339449473,32.66335697179226,32.701240806336806,30.71122831268297,24.713043093335685,53.51685838676923]",""
"epoch_45","finished","-","","","2025-05-15T13:11:59.000Z","445","","81.9557354994664","79.99368317905528","88.31771269840006","84.23742341635987","70.63260491821124","57.94193927378729","58.35217322082471","28.939994169774145","84.4328495541855","75.32100153750365","81.190048187407","34.223844925650575","85.36238690967667","30.320016176407982","88.65619475766066","32.99256642162408","70.03164361231985","24.535750104184302","62.56085439304289","53.65158848200879","77.91785068580101","63.598516014593955","86.84850436548575","79.7262998479929","68.11528478149123","27.895269689129492","76.03440398819058","30.303153999499955","42.29968426322498","31.341215611997097","48.29652024479232","33.76486387663044","59.99946535590458","45.7271996855902","85.72519158297224","81.69476282012789","75.59281393872956","45.13317603874809","45","0.3697217673290777","0.0007868283823713545","","","","0.3697217673290777","","73.28010120830459","","","","","","0.2686560266017914","","49.54432975108769","","[79.99368317905528,63.598516014593955,79.7262998479929,27.895269689129492,30.303153999499955,31.341215611997097,33.76486387663044,45.7271996855902,81.69476282012789,45.13317603874809,84.23742341635987,57.94193927378729,28.939994169774145,75.32100153750365,34.223844925650575,30.320016176407982,32.99256642162408,24.535750104184302,53.65158848200879]",""
"epoch_44","finished","-","","","2025-05-15T13:04:29.000Z","450","","82.08830967102024","80.07020777904299","88.33000607973514","84.26170058146202","70.32547913177389","58.41268585303856","58.31322157197529","33.18074520987733","84.41684824254149","74.50082073415149","82.29785316017563","32.98058808098633","84.72332410830877","33.9245511642045","88.83587941025861","31.083465161546513","69.29136963356359","25.74740519987667","62.83365642189299","53.26168001903704","77.69168511886858","63.3438502766448","86.81549086804344","79.79024787710851","67.96581096764305","31.178885073445763","75.72696367624316","31.115528933182553","42.29279494909348","31.549116207559365","48.246470320532325","34.474467405377226","59.62871719804978","45.74865622826038","85.47868144754325","82.43018478504877","75.54317574289202","45.83557725380905","44","0.37135862049104","0.0009271353468595546","","","","0.37135862049104","","73.2024072484292","","","","","","0.26496154522895815","","50.152124411771574","","[80.07020777904299,63.3438502766448,79.79024787710851,31.178885073445763,31.115528933182553,31.549116207559365,34.474467405377226,45.74865622826038,82.43018478504877,45.83557725380905,84.26170058146202,58.41268585303856,33.18074520987733,74.50082073415149,32.98058808098633,33.9245511642045,31.083465161546513,25.74740519987667,53.26168001903704]",""
"epoch_43","finished","-","","","2025-05-15T12:57:04.000Z","445","","82.09870790890133","79.65892206571272","88.29443923019275","84.42548395980765","70.54477072786503","59.09608168212802","58.62076179135221","32.652247961250715","83.87324411507694","78.04957600373754","83.0307024059381","29.92780106063916","84.10168598524763","34.12197359868783","88.92954285962047","33.33796364625566","68.45843195961938","24.002387410861814","62.50608028225303","52.87097763132845","77.89565687952489","63.30430965220414","86.82337173786837","79.63480925330545","67.84481883993895","26.521959357896463","75.34348553198068","30.886460190788934","42.04635527243665","31.43639048144037","47.32694106641721","33.22254935298168","59.682385030567474","45.56142553370415","85.50842904204605","81.48598875590979","75.4912185536897","44.99939337414317","43","0.3723627033503608","0.0010651119308332296","","","","0.3723627033503608","","73.0747910116072","","","","","","0.27051322865486144","","49.74719478804124","","[79.65892206571272,63.30430965220414,79.63480925330545,26.521959357896463,30.886460190788934,31.43639048144037,33.22254935298168,45.56142553370415,81.48598875590979,44.99939337414317,84.42548395980765,59.09608168212802,32.652247961250715,78.04957600373754,29.92780106063916,34.12197359868783,33.33796364625566,24.002387410861814,52.87097763132845]",""
"epoch_42","finished","-","","","2025-05-15T12:49:37.000Z","446","","82.1554025820275","79.91283539262153","88.28334820840324","84.13795462508094","70.3035824481748","58.936328967620554","58.296278082823875","30.882836859098617","84.15778436702472","75.94887909937836","81.96700277744233","30.895927770020187","84.16035388732472","30.588858650351305","88.74872379654448","28.692329776252045","69.50761884796779","25.283549471865275","62.334032864999664","53.3773776114749","77.49325735434881","63.7903697899203","86.67727783238242","79.55611076852317","67.3568763155586","26.276161899157017","75.61833371803218","30.93413005188841","41.81022677713761","30.931757975163084","48.10496609582161","32.98787798519427","60.02221478670416","45.80431223671957","85.44938377306627","82.09577698285823","75.0132449334274","45.50195905542642","42","0.37603433813150905","0.0012011244339814315","","","","0.37603433813150905","","73.02420576048486","","","","","","0.2698487712740898","","49.291333419400736","","[79.91283539262153,63.7903697899203,79.55611076852317,26.276161899157017,30.93413005188841,30.931757975163084,32.98787798519427,45.80431223671957,82.09577698285823,45.50195905542642,84.13795462508094,58.936328967620554,30.882836859098617,75.94887909937836,30.895927770020187,30.588858650351305,28.692329776252045,25.283549471865275,53.3773776114749]",""
"epoch_41","finished","-","","","2025-05-15T12:42:12.000Z","444","","82.131317097152","79.50632169383141","88.27833888864201","84.31916052979788","70.2624327920458","59.01509424150786","58.21299560014541","32.4500892712222","83.94846686571087","79.75093213734851","82.67962149374789","36.555607750753126","84.571354097876","37.580843082986945","87.37588032271259","31.83921547688966","69.59660926288453","25.30839784584314","62.22557646089272","53.14616724640946","77.33370326301336","64.02520510006681","86.6986933726975","79.88206314160598","66.5639001797618","28.802271076016904","75.07741405954721","31.10432596223964","41.92335264134112","31.61963773375828","47.57829682887088","34.259700314384084","59.81736938800781","45.8930157155711","85.7010103575655","81.43778795648974","75.42320033758067","46.271293030377606","41","0.37637118540192377","0.0013354427415283657","","","","0.37637118540192377","","72.91576491106294","","","","","","0.26316912853717805","","50.67195417405792","","[79.50632169383141,64.02520510006681,79.88206314160598,28.802271076016904,31.10432596223964,31.61963773375828,34.259700314384084,45.8930157155711,81.43778795648974,46.271293030377606,84.31916052979788,59.01509424150786,32.4500892712222,79.75093213734851,36.555607750753126,37.580843082986945,31.83921547688966,25.30839784584314,53.14616724640946]",""
