"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","learning_rate","momentum","num_classes","num_epochs","weight_decay","class_0_train","class_10_train","class_11_train","class_12_train","class_13_train","class_14_train","class_15_train","class_16_train","class_17_train","class_18_train","class_1_train","class_2_train","class_3_train","class_4_train","class_5_train","class_6_train","class_7_train","class_8_train","class_9_train","epoch","loss","lr","train_loss","train_mIoU"
"epoch_37","finished","-","","","2025-05-21T13:13:21.000Z","1813","","4","0.00625","0.9","19","50","0.0001","86.2886718046895","91.64236946972856","42.31980025275101","46.490522819348776","43.05580586547147","59.83502716992254","42.577242747054235","86.97829587771743","61.17578016608529","38.19154281938142","78.56207336442746","72.29599154968125","42.56140756316717","49.92405785012159","43.88023294920277","44.71476916475775","48.292000276684746","74.55239310098337","67.07926149843524","37","0.5018282564163208","0.004650281723548955","0.5018282564163208","58.96932875313745"
"epoch_36","finished","-","","","2025-05-21T12:43:01.000Z","1819","","4","0.00625","0.9","19","50","0.0001","86.45863343184304","91.35187332800425","41.50434545848413","49.19487696543492","49.86761806306326","62.306845976725064","28.981182597640306","84.21539656872642","61.4188912667218","33.98309131252982","78.64824714505875","71.5079680348623","38.80994792630767","48.543426074986066","43.97743332569231","44.149414322130646","47.08681095836046","74.50888841141305","66.58549368236586","36","0.5066439625263214","0.004766378919526803","0.5066439625263214","58.05791499212369"
"epoch_35","finished","-","","","2025-05-21T12:13:02.000Z","1799","","4","0.00625","0.9","19","50","0.0001","86.30047540795424","91.00788017165","41.66407098347425","47.00382265728269","50.92266551475364","56.34687719900589","35.67458144464927","85.71954677991393","60.58146073004041","35.05325278485873","78.57694340151475","71.28520072447172","38.27949387635381","49.035027177538296","43.61092954536562","44.5696376811823","45.615231204211234","74.71884242531345","66.33933950865625","35","0.5158758751869201","0.00488216272292538","0.5158758751869201","58.01606732727317"
"epoch_34","finished","-","","","2025-05-21T11:42:50.000Z","1811","","4","0.00625","0.9","19","50","0.0001","86.43453007449008","91.10383050820433","40.86215403378144","43.84400569015865","49.381289582936496","49.88208725817707","33.86235676760979","86.1096892404605","58.71005560178935","33.00297883754745","78.05159263875456","71.17373281015183","41.59023985494217","47.74236594701088","43.307950939956626","43.51033666157671","47.04754183527459","74.27017938767602","67.06572461680899","34","0.5229054076194763","0.004997642195826683","0.5229054076194763","57.20803380459513"
"epoch_33","finished","-","","","2025-05-21T11:12:41.000Z","1809","","4","0.00625","0.9","19","50","0.0001","86.46000022567151","90.0596356580946","39.195269113681405","43.03950684893035","52.4192313211839","53.744462054594855","41.77944481051582","86.38954973189001","58.60739938692666","30.34952224327079","77.45174874308567","70.11290926762292","38.37195295605579","47.076277291578414","42.92163396522509","43.96785303957124","46.42722627814763","74.0002269674707","66.15913775561395","33","0.5354932745933533","0.005112825912817865","0.5354932745933533","57.29120987679639"
"epoch_32","finished","-","","","2025-05-21T10:42:35.000Z","1804","","4","0.00625","0.9","19","50","0.0001","86.67474121819295","90.4585337342666","37.73489933846165","45.80420023574044","55.19471820612484","56.78287410426723","38.76718669824613","85.15034008492636","59.10903035148149","36.81617385357273","77.91765429444922","70.6569821543856","33.38828781852159","47.60486974838467","43.31641329845738","43.81366393771631","44.705086943322655","74.19696161405078","66.28999791007854","32","0.5336261666297912","0.005227721998740838","0.5336261666297912","57.59908502866565"
"epoch_31","finished","-","","","2025-05-21T10:12:36.000Z","1798","","4","0.00625","0.9","19","50","0.0001","86.61722537162075","90.23996223507696","39.05489398664671","46.10925578610766","55.986264349740566","54.30498477333997","34.872817914519075","83.83598280631544","58.58375053414012","35.47263717168537","77.34635889153442","69.97036600257546","35.00572278179159","47.196612446171585","42.80877528460189","42.404199074186565","45.07551798504107","74.28909441845202","65.80840896417308","31","0.5422381056785583","0.00534233816266959","0.5422381056785583","57.10435951461687"
"epoch_30","finished","-","","","2025-05-21T09:42:37.000Z","1799","","4","0.00625","0.9","19","50","0.0001","86.51384325739099","90.5817515173618","38.58399457364054","45.63241155252388","49.768962066682434","54.784640757350786","29.74584015685446","83.4207322446344","57.72438195427021","34.09505380535406","77.01490806261427","69.46797776656902","38.15029965704961","44.69044749332136","42.14985684183067","42.028208595271494","44.38984094895576","73.89693689008635","65.31755657931247","30","0.5589749049186706","0.0054566817285730375","0.5589749049186706","56.20829709058288"
"epoch_29","finished","-","","","2025-05-21T09:12:40.000Z","1797","","4","0.00625","0.9","19","50","0.0001","85.5663996362152","91.2999502902834","39.15261539163828","44.10912561217433","48.54995746511","55.60237361045105","32.2201453941175","83.99661272840363","58.38116973704729","27.004703626246663","77.0693826151025","70.68978269014328","43.0895797774623","46.02211275990336","42.48315262509104","42.28497765446293","42.77504817057566","73.47892359624862","65.54443989381515","29","0.5547711712360383","0.00557075966305625","0.5547711712360383","56.280023856552226"
"epoch_28","finished","-","","","2025-05-21T08:42:50.000Z","1788","","4","0.00625","0.9","19","50","0.0001","85.47458668099114","91.21015938791278","37.2878217481503","44.21499688643535","51.580106900940784","60.728979535778414","30.302742454620713","84.34824437882817","57.17897841448865","28.981578137086277","76.87365582958952","69.92118211985067","40.926521684650666","45.01350939615685","42.010010898488446","41.02932744613772","42.38395020780193","73.90684204776692","65.72375221005296","28","0.5569532309055328","0.005684578600518514","0.5569532309055328","56.268260335038335"
"epoch_27","finished","-","","","2025-05-21T08:12:54.000Z","1796","","4","0.00625","0.9","19","50","0.0001","85.7181518950898","90.90167500337655","38.87548096150929","39.67484690836556","54.02449523164013","60.42266925293551","22.820500058666955","78.20690562348535","54.29375904112419","17.555560596780158","76.43971298892498","69.58919437974093","38.622517673523774","43.98552306760455","41.52253893514387","40.0363980291146","43.56441505684372","73.41354085216997","64.39565022595404","27","0.5782234585285186","0.005798144866020802","0.5782234585285186","54.424396620104936"
"epoch_26","finished","-","","","2025-05-21T07:42:53.000Z","1800","","4","0.00625","0.9","19","50","0.0001","85.95873854611472","90.2310472192233","35.809079432236935","36.079782549399305","48.07734136519291","61.069194495864906","28.87987472200463","81.04836013486634","54.7349955936268","25.096961253153577","75.11932335202054","68.61725566575755","40.959996522831865","43.26476966496451","41.0339125461908","39.313604773461755","41.42264725539133","73.13675177266686","64.51261896953139","26","0.5951788848400116","0.005911464496116451","0.5951788848400116","54.44032925444736"
"epoch_25","finished","-","","","2025-05-21T07:12:49.000Z","1804","","4","0.00625","0.9","19","50","0.0001","85.81140955352181","89.65285987115938","35.41312242279368","38.74780321140474","50.50814039462429","52.96037889689224","25.26240041228952","81.50526793097656","54.86014376542337","19.520765104776668","74.77686802258476","69.32772169382858","40.36097069253595","41.923855528294766","40.70300235896041","38.6707454908809","40.55640143898502","72.98236462837603","62.92129966114429","25","0.6069785303592682","0.006024543257865944","0.6069785303592682","53.498185319971206"
"epoch_24","finished","-","","","2025-05-21T06:42:21.000Z","1827","","4","0.00625","0.9","19","50","0.0001","84.59284669823323","89.83329482256767","33.42092044074023","36.55563271117844","59.45508668647742","46.355451744496165","41.15509085283098","78.8324207781117","49.77643920168809","12.723926101545985","71.03811071614007","68.39678491339309","33.97877388052052","39.7893304035957","39.895333207025296","37.14219227158545","39.45576136945089","72.75260604676748","62.6080790114278","24","0.6591144377231598","0.006137386666228596","0.6591144377231598","52.51358325567244"
"epoch_23","finished","-","","","2025-05-20T18:54:21.000Z","1806","","4","0.00625","0.9","19","50","0.0001","86.12971581967835","91.31639073117748","38.53944012052583","43.7118690099872","47.19132133489815","48.39969519509625","40.9859291293625","81.87578359083733","57.51076316912963","21.415587705052356","76.3946481587849","69.2817974049642","42.46040063096144","43.315016005110195","40.760226254108126","39.16233368931783","43.562865592551475","73.5454557235993","65.04057946138111","23","0.5764352418899537","0.0035895036657158383","0.5764352418899537","55.29472730139598"
"epoch_22","finished","-","","","2025-05-20T18:24:14.000Z","1806","","4","0.00625","0.9","19","50","0.0001","85.58705353157056","91.72856823277212","35.102180244991594","43.31182288191223","48.98299276856892","53.774129233443546","38.230406088202606","80.92297433391039","53.384289374084105","9.608415381161596","76.34702498258676","69.30745459425968","40.411054925367026","43.84657494073912","40.8157978924306","38.78803118570807","41.364961344459665","73.65384132592024","64.6443457623362","22","0.583100567817688","0.0037089351654411625","0.583100567817688","54.20062731707499"
"epoch_21","finished","-","","","2025-05-20T17:53:58.000Z","1815","","4","0.00625","0.9","19","50","0.0001","85.64168467524568","91.73785887597384","35.637399519123896","39.77743512407547","53.08495283271258","50.50015828256061","37.3520348041665","83.23169993684132","54.71736718100003","19.63499870566916","76.1450112927474","69.58195074362014","35.57164386205156","43.03714281082301","40.288005572070155","38.64978605418224","41.218588846777635","73.34696300832891","64.436861022906","21","0.5924042776584625","0.003827940789949578","0.5924042776584625","54.399554902677686"
"epoch_20","finished","-","","","2025-05-20T17:23:49.000Z","1808","","4","0.00625","0.9","19","50","0.0001","86.06498198795649","92.5347468237167","35.71972632375259","37.20858644480404","57.2559717378913","50.317210186105754","39.214696461308776","81.16995470466163","51.84740360775571","8.60971028161219","75.53687600843816","69.73733131673076","29.118660243093263","41.95809868678714","40.02937848796898","37.27006473990655","41.34657250373347","73.62541121125608","64.96128919850923","20","0.6020555325984955","0.0039465366718084705","0.6020555325984955","53.34350899768362"
"epoch_19","finished","-","","","2025-05-20T16:53:38.000Z","1810","","4","0.00625","0.9","19","50","0.0001","86.04164623524413","89.70220679719128","35.78954172887045","40.35267562727475","49.60114581887377","47.50232873815103","35.95245928231396","82.87632422601338","52.56082159840404","10.540330981116991","75.81955399762332","69.71744833642354","37.88942003972628","41.334272199529195","39.97077104663973","37.033701951773665","39.054350891300096","72.90748159232065","63.68778843793028","19","0.6165651745796203","0.004064737815548387","0.6165651745796203","53.07022471193266"
"epoch_18","finished","-","","","2025-05-20T16:23:29.000Z","1808","","4","0.00625","0.9","19","50","0.0001","85.33802699201192","88.87615936025696","35.93702774727349","34.43970462432872","60.853324254180805","44.49556816871784","30.139970510239262","78.67010814479633","47.8295743601866","3.707822611190352","75.16943897892794","69.99091457413968","39.191544584863415","41.3086877040708","39.36001550104107","36.65013977783034","39.91688593571783","72.83541429517594","63.188397859456394","18","0.6169786219596862","0.004182558210365093","0.6169786219596862","51.994669788652935"
"epoch_17","finished","-","","","2025-05-20T15:53:21.000Z","1807","","4","0.00625","0.9","19","50","0.0001","86.83110893295046","88.83535146226711","34.282790469251864","40.0165075918304","54.7548534191018","37.91598215061568","29.335556244836596","77.2822511702752","53.9683595468825","6.865009025417522","75.11671013557115","68.58967826980205","41.35329356846968","39.445215142082965","39.16990005351368","35.72860997894029","38.27266844667041","73.09032665257571","64.01797785670028","17","0.6214454151630402","0.0043000109283920515","0.6214454151630402","51.835376321987134"
"epoch_16","finished","-","","","2025-05-20T15:23:18.000Z","1803","","4","0.00625","0.9","19","50","0.0001","86.03456180656242","90.9849067107245","31.93061824606757","38.34679719506081","51.887272355810296","36.14295581223626","37.84464506564427","75.54682173522193","51.3746302157004","7.712339412377435","73.8504305972087","68.52947896083978","39.47386981661808","39.192246301264255","38.56507492261552","35.19926576167923","36.30661583664003","72.71059961479213","62.70031732787669","16","0.6472609173774719","0.0044171082107721344","0.6472609173774719","51.28070777341791"
"epoch_15","finished","-","","","2025-05-20T14:53:10.000Z","1808","","4","0.00625","0.9","19","50","0.0001","86.03358028528065","90.24832144797136","31.77399962502602","33.461202695975075","54.593470823358615","38.48503159591933","36.46945999515648","81.01520922089178","48.74903220035226","5.2498408528674645","73.59566341715416","67.32880977554329","39.23110347880507","37.54251737789522","38.50465414359837","34.256111761607876","36.18880056531542","72.59777235508528","63.2009592331522","15","0.6512646465301514","0.004533861543357625","0.6512646465301514","50.975028465839785"
"epoch_14","finished","-","","","2025-05-20T14:23:09.000Z","1801","","4","0.00625","0.9","19","50","0.0001","86.05027837033174","89.77256815044029","33.45470061404424","34.374815877171926","54.02412950771529","42.79726589825835","39.72453945926742","81.8873755328733","45.25369684127281","1.5032581704248107","73.91059356387395","66.63025280667622","39.06028985866726","37.783034173461054","37.70753073213399","32.968370221639134","35.02774678027896","72.34128463929461","62.890717880510195","14","0.6576991125106811","0.004650281723548955","0.6576991125106811","50.903286793596614"
"epoch_13","finished","-","","","2025-05-20T13:52:59.000Z","1809","","4","0.00625","0.9","19","50","0.0001","85.12256389337622","88.71947488926389","29.91732491133921","31.967509886525978","61.57689643105425","38.125672150462705","35.516923539743914","79.00229606266696","47.13394221178966","0.3632283268223752","73.12215649733285","67.49061782395887","38.96998627079527","36.82185810651845","37.283854089550125","32.4493755328508","31.64206720098045","72.27895764609802","62.075773279025306","13","0.6845921628475189","0.004766378919526803","0.6845921628475189","49.977919934218704"
"epoch_12","finished","-","","","2025-05-20T13:22:44.000Z","1815","","4","0.00625","0.9","19","50","0.0001","85.35910535710845","89.78961472584382","29.147606261999016","28.32901374189449","58.381266506622694","41.91322474432962","51.816630920662874","77.69933806473284","45.846973470316","0.053669663222863234","72.96120578200652","64.65836670348585","37.260021132594225","34.55677791997594","36.740375084194625","30.75281195995349","31.076568054122234","72.09002423224634","62.17439598115813","12","0.6957116920948029","0.00488216272292538","0.6957116920948029","50.03194685823526"
"epoch_11","finished","-","","","2025-05-20T12:52:23.000Z","1821","","4","0.00625","0.9","19","50","0.0001","85.39334347654687","89.45830027026275","28.706981989581376","30.733074458427268","53.654359955296194","42.92796943174488","47.27056862101195","76.66963293289534","42.641958070260635","0","71.8007641355863","65.82886096899446","37.97985779175904","34.97327289436103","35.951631870188294","29.91068932835307","30.707734256797092","71.42136648693732","61.54447896762228","11","0.7066878423213959","0.004997642195826683","0.7066878423213959","52.08749143925701"
"epoch_10","finished","-","","","2025-05-20T12:22:18.000Z","1804","","4","0.00625","0.9","19","50","0.0001","84.26522123388082","90.37698043179368","27.252835452681364","24.108537667124068","56.46863117194516","44.46973521265631","49.48861248541761","75.37078695920725","44.626043573431616","0","71.62119772342037","65.62803452196027","38.65074247424785","31.624919297962332","35.40691183574358","28.01719527638284","28.596315954001195","71.38390576016977","61.21894337004596","10","0.7262765977859497","0.005112825912817865","0.7262765977859497","51.5875305778929"
"epoch_9","finished","-","","","2025-05-20T11:52:08.000Z","1810","","4","0.00625","0.9","19","50","0.0001","85.16638492922358","87.80833747452138","25.852053090286187","23.87910283063888","58.948187372589025","40.18233479243688","39.25808899964309","74.44610690079071","39.173766695474335","0","68.68595424065845","64.03429613208951","38.26731205686684","30.691562807975583","34.604820437953634","25.510760461676043","25.995519703108684","70.7771608614648","59.115366393066694","9","0.7616361127853394","0.005227721998740838","0.7616361127853394","49.57761756558135"
"epoch_8","finished","-","","","2025-05-20T11:22:05.000Z","1803","","4","0.00625","0.9","19","50","0.0001","84.95184889962488","87.87218802750789","23.63952040447116","19.89771930171588","62.42770154263375","41.20671837527003","47.59023179842061","70.31427509726026","29.623217324960383","0","69.566153693243","62.71362157191095","36.41007828036402","29.18649759069492","33.76185626821948","23.226772905344006","23.18456531520342","70.50582244300315","59.09065289453624","8","0.7887956585884094","0.00534233816266959","0.7887956585884094","48.62052454079911"
"epoch_7","finished","-","","","2025-05-20T10:51:50.000Z","1814","","4","0.00625","0.9","19","50","0.0001","84.13186065166653","88.30752709920313","21.152487238375496","17.802927262437425","65.1596642289322","41.0776638720586","45.87422171950312","72.44108030826926","14.280707662182976","0","68.0857027142811","62.43307881501744","34.08372437705844","27.062543412780915","32.298529438053635","21.203410245678096","18.82114266752783","69.53817480883261","57.95140543060283","7","0.8231764693260193","0.0054566817285730375","0.8231764693260193","46.761436219581206"
"epoch_6","finished","-","","","2025-05-20T10:21:40.000Z","1809","","4","0.00625","0.9","19","50","0.0001","85.66544960561971","85.74331126896844","14.905790040446233","11.083034323736092","67.55826167807142","38.6444288411724","32.14568397721831","70.68004223839776","3.026878724446852","0","66.5808160333592","59.46441454931281","33.88672400444076","25.108595898295487","31.08287300138628","15.705984062389044","10.514737851273168","68.39260945881655","56.58394606426537","6","0.8683650813102722","0.00557075966305625","0.8683650813102722","43.15408786786755"
"epoch_5","finished","-","","","2025-05-20T09:51:32.000Z","1806","","4","0.00625","0.9","19","50","0.0001","85.14704258780822","85.87671490978694","7.800515405114513","5.886304603487515","65.05874674460686","45.96839509474652","18.957587979682263","63.02938576133958","1.5669658624828775","0","64.95963634538363","57.75408665721344","35.77307297721354","23.51647702147163","29.588776727359317","10.24781356425351","3.88629202561939","68.08047991400146","55.52487278195134","5","0.9138693530082702","0.005684578600518514","0.9138693530082702","40.479064831306815"
"epoch_4","finished","-","","","2025-05-20T09:21:19.000Z","1812","","4","0.00625","0.9","19","50","0.0001","85.32336444530864","87.05365411636978","1.4763280738975166","0.6868640148011099","64.50369357300968","39.22139192812534","16.416646055429442","53.71277343920781","0.16139774908484458","0","63.19308439973172","56.11891607437658","33.02400993353161","19.88945371734027","27.475227502587902","2.030656976817985","0.3559289713415388","67.69465155193316","54.09548631846561","4","0.9635318740844726","0.005798144866020802","0.9635318740844726","37.35741826896447"
"epoch_3","finished","-","","","2025-05-20T08:51:07.000Z","1811","","4","0.00625","0.9","19","50","0.0001","84.3714486064628","85.91647657502449","0.026610189742714143","0.09468540012217468","63.26423796735606","34.30667621081357","7.292131402601535","44.2121373268071","0.17826526920677196","0","60.75187542876852","54.67221895705327","30.381903792843552","15.626060816846918","25.100693683255233","0.10501589886623391","0.003604946970410759","65.54895527686307","50.05364846465628","3","1.082810537815094","0.005911464496116451","1.082810537815094","34.550369234125604"
"epoch_2","finished","-","","","2025-05-20T08:20:59.000Z","1807","","4","0.00625","0.9","19","50","0.0001","84.20466118474866","84.20443025928027","0","0","57.3556708862735","21.99356038147477","0.20632990330703344","22.255698370178933","0.04616793060120613","0","56.291101580937976","53.822743638306136","28.08644931105896","7.742369005771919","20.363266332291648","0","0","63.47256544862101","46.681985447257944","2","1.239281016254425","0.006024543257865944","1.239281016254425","39.05192854857928"
"epoch_1","finished","-","","","2025-05-20T07:50:29.000Z","1830","","4","0.00625","0.9","19","50","0.0001","80.94110949038428","72.71464280681099","0.010467440510292149","0","45.48158122827694","11.814868940137954","0.00003193145721120871","0.1078399839214173","0.21582535257914057","0","39.81335667342727","51.43700967440503","15.239557317235326","0.12912197667459502","6.844170173989767","0.1121958764281039","0.002847087264495678","54.15864472723887","29.666145501309675","1","2.019481209850311","0.006137386666228596","2.019481209850311","24.040553893061844"
