"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","learning_rate","momentum","num_classes","num_epochs","weight_decay","class_0_train","class_10_train","class_11_train","class_12_train","class_13_train","class_14_train","class_15_train","class_16_train","class_17_train","class_18_train","class_1_train","class_2_train","class_3_train","class_4_train","class_5_train","class_6_train","class_7_train","class_8_train","class_9_train","epoch","loss","lr","train_loss","train_mIoU"
"epoch_47","crashed","-","","","2025-05-21T18:14:29.000Z","1426","","4","0.00625","0.9","19","50","0.0001","","","","","","","","","","","","","","","","","","","","","","","",""
"epoch_46","finished","-","","","2025-05-21T17:44:23.000Z","1806","","4","0.00625","0.9","19","50","0.0001","87.38648094488272","90.41951396604728","43.09500882569222","50.05548153257558","44.20677758389103","62.56774945747565","45.96448778728183","88.48549782530802","62.948984328969914","40.41432214284206","79.00416493838368","73.02834636949575","37.61737017510822","49.82598373207436","45.38010120609324","47.636245902709106","49.66635523053598","75.01469099470083","68.21537056537389","46","0.4752333324432373","0.0035895036657158383","0.4752333324432373","60.0491017636548"
"epoch_45","finished","-","","","2025-05-21T17:14:19.000Z","1804","","4","0.00625","0.9","19","50","0.0001","87.57390368786976","90.84153885149574","43.90028392113","51.497829710446354","45.36300929059796","65.53232203414387","42.69544149157728","88.52505415228052","63.468703108252946","37.8253358248422","79.53717115459247","72.47706989795681","36.58128231099112","48.781342314695195","45.47240171991388","46.93524615974158","50.272094207202514","74.25675871743013","68.24554097664064","45","0.4749004091739655","0.0037089351654411625","0.4749004091739655","59.988543659568464"
"epoch_44","finished","-","","","2025-05-21T16:44:14.000Z","1804","","4","0.00625","0.9","19","50","0.0001","86.97302943069832","90.34714529129732","42.06502560706176","46.86000038775685","47.05815580605193","60.64611527833728","41.80480652636359","88.43127278092294","60.221845911346826","41.01549263320545","79.78303049870256","72.17136700882233","39.575348764629545","49.762264590273695","44.961536271477456","46.70547401506175","49.558659482242845","74.93678812037862","67.93444053912887","44","0.47825090832710265","0.003827940789949578","0.47825090832710265","59.51641047072422"
"epoch_43","finished","-","","","2025-05-21T16:14:10.000Z","1803","","4","0.00625","0.9","19","50","0.0001","87.07923006064634","91.39524543953256","42.46007439218607","49.31922662067612","44.753280962700856","68.26503743332695","40.03909155554822","86.74481801140523","62.95664520873918","40.71272412323895","79.31857207162857","72.60738341219226","37.25348096219048","50.077909965651365","45.2780104208307","47.181872481714","50.66848765432099","74.57521459605726","67.84869005739088","43","0.47878852624893187","0.0039465366718084705","0.47878852624893187","59.92289449631459"
"epoch_42","finished","-","","","2025-05-21T15:43:57.000Z","1813","","4","0.00625","0.9","19","50","0.0001","87.20656125317609","91.55268412726272","43.5416662474925","50.991862817212194","45.56231418263894","67.32495617076187","42.08277860235312","86.35847066665362","63.51311778505613","41.31969791486931","79.1439085869441","72.01270356351863","36.436971752201856","49.73163519377528","45.090422215867214","46.85175231722701","49.19465726793044","74.50274905909708","67.90377515749383","42","0.4816810179710388","0.004064737815548387","0.4816810179710388","60.016983414817474"
"epoch_41","finished","-","","","2025-05-21T15:13:52.000Z","1804","","4","0.00625","0.9","19","50","0.0001","87.11283135163819","91.1666217699303","43.06113108522253","49.697458252638995","50.20829183418654","65.95274328604329","44.50487878933401","88.21133250781111","63.59616746260112","38.88166539395563","79.0598468109377","72.60050248220743","32.34243280153968","49.95987499388509","45.025560295117295","46.26757173253011","49.42268384138026","74.33329430004989","67.71845970742223","41","0.4885196756362915","0.004182558210365093","0.4885196756362915","59.9538604578122"
"epoch_40","finished","-","","","2025-05-21T14:43:49.000Z","1803","","4","0.00625","0.9","19","50","0.0001","87.08655841612062","91.28032099906162","42.95159825522359","48.21986468230549","44.57602958703217","63.74515884013683","40.78359605083175","86.0810401511241","59.35543734281647","26.767490203747546","78.30220341110655","71.7331406760137","38.16618856244903","49.06445169432591","44.59174581505681","45.78971667120154","47.843957089499234","74.7880849983412","67.63661203745995","40","0.4945352396965027","0.0043000109283920515","0.4945352396965027","58.355957657044954"
"epoch_39","finished","-","","","2025-05-21T14:13:42.000Z","1806","","4","0.00625","0.9","19","50","0.0001","85.98246227438105","91.21792100124924","38.925875773143815","49.46797320330936","41.93401852935492","66.2978134916167","43.777795927786514","87.06424804841402","62.038091756845205","31.888847110545477","77.91581661762955","72.53017607510533","44.0194240229351","49.64520119609988","44.33562906374945","45.286825197923534","48.58969519115613","74.47678958285557","67.59081097972461","39","0.5034219094753265","0.0044171082107721344","0.5034219094753265","59.104495528622394"
"epoch_38","finished","-","","","2025-05-21T13:43:34.000Z","1807","","4","0.00625","0.9","19","50","0.0001","86.90889973263407","91.31044066017944","42.40261895552253","46.282059184864174","44.40946119814612","60.34119208721746","42.63433178455827","87.62169053567553","61.504103288417554","39.67943446775774","76.81348276043933","72.134734986042","37.76086802457831","49.33737765334211","44.24909046414675","45.03824127916134","47.026679514534706","74.63645670963737","67.27679886034865","38","0.5048538211345672","0.004533861543357625","0.5048538211345672","58.80884011301072"
