"Name","State","Notes","User","Tags","Created","Runtime","Sweep","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","loss","lr","train_flops","train_fps","train_latency","train_loss","train_loss_final","train_mIoU","train_mIoU_final","train_mIoU_per_class","train_params","val_flops","val_fps","val_latency","val_loss","val_loss_final","val_mIoU","val_mIoU_final","val_mIoU_per_class","val_params"
"epoch_40","finished","-","","","2025-05-17T00:48:34.000Z","1052","","77.54139647518133","75.86146357348342","84.54193064163736","81.6956880734786","61.95941134022347","55.577141456032834","38.210181303959054","30.085892916269007","86.5850161817914","83.35626494379927","63.34478141229896","49.89765108976015","67.39776188036825","54.812354118039345","76.86871876209906","31.226394061795087","50.36436385226787","33.840791410447025","53.033813888337264","52.02243995562076","67.7663344508783","58.39063932025938","82.42891034798437","78.27678353841023","48.17202037395948","30.771629104379677","48.74827019018523","28.721356006492023","28.226662394261147","24.73996474307027","30.91862566873369","25.38841963161811","41.56639451427773","36.95105967874498","83.59179423516674","81.53307287000364","56.4684540444358","40.51121500486076","40","0.20727904632915067","0.000023492378861760376","","","","0.20727904632915067","","60.407096945160355","","","","","","","0.29666432604461374","","50.19264323666128","","[75.86146357348342,58.39063932025938,78.27678353841023,30.771629104379677,28.721356006492023,24.73996474307027,25.38841963161811,36.95105967874498,81.53307287000364,40.51121500486076,81.6956880734786,55.577141456032834,30.085892916269007,83.35626494379927,49.89765108976015,54.812354118039345,31.226394061795087,33.840791410447025,52.02243995562076]",""
"epoch_39","finished","-","","","2025-05-17T00:31:04.000Z","1049","","77.54049009778001","75.79775973136732","84.53326494905423","81.55023017919693","62.03310569636624","55.24005309160535","38.19128420319133","29.568782004637136","86.44506643350671","83.45497825836875","62.82855211553054","49.73124896058539","66.78021426109227","54.9818256284237","75.53678765134376","35.75666959652419","49.82545728517015","33.33371669100987","52.928628578257445","51.97671678812124","67.63842196756336","58.39486078643448","82.36084524457343","78.39151544855613","47.29083288391852","29.698268521640003","48.87578206977706","28.492100100369605","28.312294301549084","24.64374393844406","30.6745224427203","25.12351524131467","41.47285517614824","36.48097727935114","83.55958704870353","81.45882381917507","56.48866094989339","40.09221146451844","39","0.20854339100249852","0.000025596489844146203","","","","0.20854339100249852","","60.17456070295473","","","","","","","0.2968143228285327","","50.21936829103387","","[75.79775973136732,58.39486078643448,78.39151544855613,29.698268521640003,28.492100100369605,24.64374393844406,25.12351524131467,36.48097727935114,81.45882381917507,40.09221146451844,81.55023017919693,55.24005309160535,29.568782004637136,83.45497825836875,49.73124896058539,54.9818256284237,35.75666959652419,33.33371669100987,51.97671678812124]",""
"epoch_38","finished","-","","","2025-05-17T00:13:35.000Z","1049","","77.4995593854305","75.87506776280024","84.5376280135986","81.42576017847006","62.02276717934836","55.36222263211916","38.060230454661415","29.36672537559149","86.33764027365163","83.44071898900339","63.48437904722146","49.43441113438906","63.400659220384895","55.46546171619927","75.55732279254764","35.02313385302323","49.35887023836331","34.095767503141985","52.42966629817373","52.141130050258575","67.35958448999256","58.07468815934963","82.34902488360677","78.27783558443808","46.97667852962757","29.7324859139846","49.209821455143555","28.37006108054197","28.305320219224793","25.084377785935285","30.72356622769196","25.25145131394484","41.520093139504624","37.11898945268514","83.54491351081444","81.29376588834127","55.51045116964667","40.62308015044128","38","0.20967470627022153","0.00002768153171967635","","","","0.20967470627022153","","59.90464086992814","","","","","","","0.29998396176421","","50.28721760656097","","[75.87506776280024,58.07468815934963,78.27783558443808,29.7324859139846,28.37006108054197,25.084377785935285,25.25145131394484,37.11898945268514,81.29376588834127,40.62308015044128,81.42576017847006,55.36222263211916,29.36672537559149,83.44071898900339,49.43441113438906,55.46546171619927,35.02313385302323,34.095767503141985,52.141130050258575]",""
"epoch_37","finished","-","","","2025-05-16T23:56:10.000Z","1044","","77.4985548963145","75.83185104516483","84.49500665361725","81.5333710387153","61.90213561584957","55.567734542374566","37.86471467616991","29.3281880104633","86.43398467150675","83.2471961303621","62.55933036251768","49.933416030215874","67.98097728244008","54.872250299337445","75.46365761988147","34.02199658367146","49.01498136400937","33.31735645893013","52.413020959179725","52.03597656022073","67.28793126059605","58.20950175458637","82.23613978974042","78.22255418253468","47.548911080775824","28.80139718595557","48.40753965956663","28.32724412289676","28.194897393545627","24.05689450983099","30.525058711116387","24.23342884243946","41.44308468135944","36.56433320199323","83.49516698368319","81.1981029113623","56.095153395095274","40.55589737940775","37","0.21025515450093585","0.000029749249441556528","","","","0.21025515450093585","","60.045276160892904","","","","","","","0.30238711450271266","","49.992562673182256","","[75.83185104516483,58.20950175458637,78.22255418253468,28.80139718595557,28.32724412289676,24.05689450983099,24.23342884243946,36.56433320199323,81.1981029113623,40.55589737940775,81.5333710387153,55.567734542374566,29.3281880104633,83.2471961303621,49.933416030215874,54.872250299337445,34.02199658367146,33.31735645893013,52.03597656022073]",""
"epoch_36","finished","-","","","2025-05-16T23:38:44.000Z","1046","","77.46876929519496","75.84446888100535","84.4397767870673","81.54167355903543","61.78129258691315","55.61020203534518","37.48320165878606","28.82184958026813","86.25471514232089","83.37513202256784","62.26047569560187","49.57296471765097","67.18847307691327","55.48486570543743","75.17173622307625","39.01183878629425","47.966998139048385","33.82963838373457","52.5818326296541","52.17804697376186","67.31561293658883","58.04546126589756","82.24846908048924","78.07682969396092","45.36631352612898","30.78021262993311","48.278004951021096","28.261779704274932","28.195277677344578","24.280543703570352","30.053862942060768","24.673089990869386","41.40319567956682","36.40956875935929","83.59382227211742","81.42529033674772","55.165631527461954","40.28798422155415","36","0.2112858173444526","0.00003180110627669995","","","","0.2112858173444526","","59.695655885650325","","","","","","","0.300714263569809","","50.39533899743518","","[75.84446888100535,58.04546126589756,78.07682969396092,30.78021262993311,28.261779704274932,24.280543703570352,24.673089990869386,36.40956875935929,81.42529033674772,40.28798422155415,81.54167355903543,55.61020203534518,28.82184958026813,83.37513202256784,49.57296471765097,55.48486570543743,39.01183878629425,33.82963838373457,52.17804697376186]",""
"epoch_35","finished","-","","","2025-05-16T23:21:18.000Z","1046","","77.43896716734415","75.75571613596212","84.37706964233233","81.34821023210618","61.96050504833973","55.20490745515676","37.51474663228072","28.804697801355367","86.27404655282034","82.91812823329307","61.194121539709315","48.57752965652772","66.07088464383621","54.161401272939024","74.18889795955288","29.948062863503804","49.03519012675117","33.02292316156243","52.76219627141059","51.699051171352274","67.105138627677","57.81837155423274","82.28052968156494","78.100110916861","46.81952767938612","28.178275512145905","48.45721421987537","28.11952726745418","27.94935331829716","23.95019018805187","30.020791375815527","23.61065875928671","41.09866489567416","36.07715496834129","83.36737233453219","81.2487939908349","55.6877552222431","40.23952680004284","35","0.2127736870426941","0.000033838346190164985","","","","0.2127736870426941","","59.66331436523384","","","","","","","0.30674343364324397","","49.40964410215843","","[75.75571613596212,57.81837155423274,78.100110916861,28.178275512145905,28.11952726745418,23.95019018805187,23.61065875928671,36.07715496834129,81.2487939908349,40.23952680004284,81.34821023210618,55.20490745515676,28.804697801355367,82.91812823329307,48.57752965652772,54.161401272939024,29.948062863503804,33.02292316156243,51.699051171352274]",""
"epoch_34","finished","-","","","2025-05-16T23:03:50.000Z","1048","","77.48621220855479","75.82178460724049","84.28889677530958","81.38436172418585","61.533529829761704","54.77650087620989","37.536993435042795","28.58571947245784","86.28681228975587","83.46306703622173","61.6241359826027","49.20399685886092","66.81355321564281","54.729275682558075","75.91368990854018","34.012103469907366","48.27122561524057","32.998760299282075","52.316147436966254","52.323880404365376","67.13988764790354","58.00084352988484","82.21036522988805","78.08081670838469","46.99704817359995","28.716974623381127","48.38778561800397","28.322530354848","28.02313478637571","24.350517088442924","29.85471065976613","24.34545186205539","40.78077876354469","36.25782923900881","83.32995455661865","81.2591413933258","55.19063740843295","40.30959783145199","34","0.2129267256792265","0.00003586203916306077","","","","0.2129267256792265","","59.683447344292155","","","","","","","0.3009745533951742","","49.83911331905648","","[75.82178460724049,58.00084352988484,78.08081670838469,28.716974623381127,28.322530354848,24.350517088442924,24.34545186205539,36.25782923900881,81.2591413933258,40.30959783145199,81.38436172418585,54.77650087620989,28.58571947245784,83.46306703622173,49.20399685886092,54.729275682558075,34.012103469907366,32.998760299282075,52.323880404365376]",""
"epoch_33","finished","-","","","2025-05-16T22:46:21.000Z","1049","","77.43521985267076","75.74028198262141","84.42846426201291","81.39068582701726","61.57997084300564","54.7316635850763","37.75137493681182","28.725110301170147","86.28825198858395","83.53711920599133","60.56990510640426","49.17472263673522","66.5830230927402","55.15568641317237","74.08523902664494","38.532939875933","49.83149032678008","33.37063590639103","52.73983534812157","52.152663400305855","66.98793494224992","58.06141849984049","82.1679725526362","78.14799506180526","45.76164427474029","29.498728630155075","47.69626566747966","27.964856944310863","27.91169253197044","24.578465842901167","30.15286315637869","24.971558861588584","40.93894537334189","36.50500785507097","83.35108982391243","81.30578573109361","54.81799888376838","39.68447437908997","33","0.2144715484544521","0.00003787311489165393","","","","0.2144715484544521","","59.53048326264495","","","","","","","0.30191492365148964","","50.169989523172106","","[75.74028198262141,58.06141849984049,78.14799506180526,29.498728630155075,27.964856944310863,24.578465842901167,24.971558861588584,36.50500785507097,81.30578573109361,39.68447437908997,81.39068582701726,54.7316635850763,28.725110301170147,83.53711920599133,49.17472263673522,55.15568641317237,38.532939875933,33.37063590639103,52.152663400305855]",""
"epoch_32","finished","-","","","2025-05-16T22:28:53.000Z","1048","","77.4212942081266","75.74738066346289","84.17612358280007","81.16310018177842","61.48280808659579","54.93419208139416","36.04729528376712","29.058722710629297","86.32169725353313","82.96276197414669","61.9699516034467","47.60724433482381","66.43528662841507","55.18407324350116","74.09074673102795","36.2057343018604","47.62504406014461","33.31370476818144","52.21058785233607","51.7600400476536","66.8950783033855","57.57971053116141","82.04083902888654","77.9723318952506","45.93101775285562","30.2511047286662","47.687542288809944","28.289924974853193","27.85313985056348","24.62489791644854","29.640333265236812","24.35758362252935","40.54032897964942","36.56439092342201","83.30413292704831","81.30062674124893","55.05311225797412","39.59315737645295","32","0.21562193982473765","0.00003987238835693844","","","","0.21562193982473765","","59.30138736550542","","","","","","","0.3101351742972871","","49.91950963249816","","[75.74738066346289,57.57971053116141,77.9723318952506,30.2511047286662,28.289924974853193,24.62489791644854,24.35758362252935,36.56439092342201,81.30062674124893,39.59315737645295,81.16310018177842,54.93419208139416,29.058722710629297,82.96276197414669,47.60724433482381,55.18407324350116,36.2057343018604,33.31370476818144,51.7600400476536]",""
"epoch_31","finished","-","","","2025-05-16T22:11:26.000Z","1047","","77.3601868582389","75.76027924690368","84.08992701119932","81.28572829657084","61.22693794690526","55.27022294276963","36.76778032785147","28.948265191512768","86.15989523748588","83.04984105476228","61.36276939928076","49.2108289725996","66.16700117252662","54.73120340045989","74.08383199887625","32.744954035505344","47.11857089787641","33.09507140329877","51.86763767183141","51.81103460645495","66.71577001506792","57.70344476430731","81.98826118111816","78.0842529505925","45.66505022961314","27.86331940724524","47.052472289995386","27.944225547809687","27.80775303081462","24.21559237302895","29.01121529837924","23.99294035049121","40.46797452991083","36.03142031864699","83.23756916020933","81.02908690382505","54.60055865373615","39.706246948469634","31","0.21735447692108972","0.00004186057956972281","","","","0.21735447692108972","","59.09216646899564","","","","","","","0.3069336228741857","","49.604103090276546","","[75.76027924690368,57.70344476430731,78.0842529505925,27.86331940724524,27.944225547809687,24.21559237302895,23.99294035049121,36.03142031864699,81.02908690382505,39.706246948469634,81.28572829657084,55.27022294276963,28.948265191512768,83.04984105476228,49.2108289725996,54.73120340045989,32.744954035505344,33.09507140329877,51.81103460645495]",""
"epoch_30","finished","-","","","2025-05-16T21:53:58.000Z","1047","","77.34840780014767","75.71433987262338","84.07043107345437","81.19129211696688","61.11486348140118","55.01840075777788","35.4982135289176","27.836004402775927","86.0149588558597","83.23113968908523","58.802185152110134","48.06455201936984","65.38818240674196","53.582891741214425","69.73654578526343","32.01050145015801","46.998567809964214","33.14297283256424","51.753646944868734","52.026959151518994","66.440664590068","57.60442267723849","81.9765784696459","78.09238433441749","45.74672111703228","28.347929788590864","46.17481880362801","27.722157119490408","27.60287307444702","24.19727904632216","29.2604730176679","23.914284502640683","40.16129127923874","35.79823191377748","83.21183352830144","81.16347698267138","54.32591896288032","38.90126843324258","30","0.21955150650202773","0.0000438383290554087","","","","0.21955150650202773","","58.506693456928346","","","","","","","0.30585611990825856","","49.34528888591823","","[75.71433987262338,57.60442267723849,78.09238433441749,28.347929788590864,27.722157119490408,24.19727904632216,23.914284502640683,35.79823191377748,81.16347698267138,38.90126843324258,81.19129211696688,55.01840075777788,27.836004402775927,83.23113968908523,48.06455201936984,53.582891741214425,32.01050145015801,33.14297283256424,52.026959151518994]",""
"epoch_29","finished","-","","","2025-05-16T21:36:33.000Z","1045","","77.31116990049789","75.71282127384262","84.14762141193859","80.92833396743347","61.18977687812291","54.785523910131786","36.57141187830184","28.684660195938054","86.17962561437538","82.93130868595496","58.33015660556221","47.767866635480225","65.78552928446928","54.45863518752388","73.88677527578437","34.310514798118675","47.68651253301209","32.40022413561782","51.822061332162264","51.28398955771206","66.60559958809131","57.1676259731952","81.97018152534959","77.86791521197698","44.6637207238692","27.15558190656487","46.699225975978166","27.605876729977975","27.728731825721425","23.64881475895711","28.835379936429533","23.163851836551583","40.462390314394824","35.640668537742854","83.17902053298742","81.05503359695875","54.69965258773168","39.222619869500754","29","0.21920587283111256","0.00004580621016515332","","","","0.21920587283111256","","58.82918651183053","","","","","","","0.3133629455180939","","49.25220351416735","","[75.71282127384262,57.1676259731952,77.86791521197698,27.15558190656487,27.605876729977975,23.64881475895711,23.163851836551583,35.640668537742854,81.05503359695875,39.222619869500754,80.92833396743347,54.785523910131786,28.684660195938054,82.93130868595496,47.767866635480225,54.45863518752388,34.310514798118675,32.40022413561782,51.28398955771206]",""
"epoch_28","finished","-","","","2025-05-16T21:19:08.000Z","1045","","77.28379548473939","75.6760789353288","84.12252168497773","81.01239436536247","61.047522779357955","54.48122881978497","35.883510405445584","27.10714585790438","85.82600390106145","83.08187346732","58.7511877591452","47.9280594176389","62.8015154457607","54.06062388404579","73.40236897419494","31.504020795451627","46.40668451475059","32.34736102435976","51.4544995157283","52.07476531644356","66.36287722975803","57.48828084167934","81.82448646435049","77.97389973197718","45.753601768365954","27.199970567755184","46.32594331572174","27.755248835361723","27.398259887258973","23.870165254990223","29.16773407745242","23.795167716108516","40.12831633451643","35.64837835795068","83.16171567690401","81.13048890448194","54.44696407257591","39.36271559983194","28","0.22152553579791356","0.00004776473898425048","","","","0.22152553579791356","","58.502605752213974","","","","","","","0.3088187181842541","","49.1314667207251","","[75.6760789353288,57.48828084167934,77.97389973197718,27.199970567755184,27.755248835361723,23.870165254990223,23.795167716108516,35.64837835795068,81.13048890448194,39.36271559983194,81.01239436536247,54.48122881978497,27.10714585790438,83.08187346732,47.9280594176389,54.06062388404579,31.504020795451627,32.34736102435976,52.07476531644356]",""
"epoch_27","finished","-","","","2025-05-16T21:01:39.000Z","1048","","77.28254541487729","75.60464711000418","83.87536278750414","80.60656091501419","61.04584479398404","54.781018313939214","35.98364355578057","28.638706840842627","85.85648412810987","82.21707769412387","58.592750124535385","46.39329442298959","64.51871787185003","53.31294808987999","73.26454193390308","27.549309741094795","46.131731475434705","31.818467441164177","51.88823526438539","50.63225420699267","66.01922853194196","57.12987658264665","81.76337486566611","77.8153237837479","44.4735627665934","27.116382512158182","46.31442037945763","27.72255578927114","27.39059349219133","24.124953064987427","28.649916551917332","22.45324832216879","39.581441376780866","35.47074097961691","83.00897230292567","80.89938004098649","53.55997105699547","39.40618765982112","27","0.22371216694191667","0.00004971438239473717","","","","0.22371216694191667","","58.37901782499127","","","","","","","0.3202240642851698","","48.61541755323422","","[75.60464711000418,57.12987658264665,77.8153237837479,27.116382512158182,27.72255578927114,24.124953064987427,22.45324832216879,35.47074097961691,80.89938004098649,39.40618765982112,80.60656091501419,54.781018313939214,28.638706840842627,82.21707769412387,46.39329442298959,53.31294808987999,27.549309741094795,31.818467441164177,50.63225420699267]",""
