"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","learning_rate","momentum","num_classes","num_epochs","weight_decay","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","loss","lr","train_flops","train_fps","train_latency","train_loss","train_mIoU","train_params","val_flops","val_fps","val_latency","val_loss","val_mIoU","val_mIoU_per_class","val_params"
"epoch_50","finished","-","","","2025-05-29T21:20:10.000Z","36284","","4","0.00625","0.9","19","50","0.0001","87.02736944395005","67.74922467272482","88.09022170805807","68.91823667755071","44.788706053738274","33.63636499451466","53.194168516728666","0.3249473585279184","56.656802331484634","54.46784402464107","57.25727904927591","13.680565909580372","61.32828869326341","0.4296849051172471","85.87067159502239","0.01224838187392587","65.999368450769","5.030764544623818","43.54987154964745","0.147677753476029","79.88710305366313","9.439790769553476","74.7750512027931","68.0600231851023","35.1813457739777","12.184153586835308","54.52704007325394","12.350570380257574","46.264211197483256","22.252140536616817","48.23173606799827","14.661509037338249","52.59066124620622","6.14314488926582","75.11455361857983","71.76853085624705","68.68727803417613","14.162232998631955","50","1.199885243921677","0.003830600347668747","25.779775698","64.22421572265382","16.576996326446533","1.199885243921677","62.05377514000365","12581672","25.779775698","54.6032761199136","19.227210760116577","0.91716232919693","25.022087129604163","[67.74922467272482,9.439790769553476,68.0600231851023,12.184153586835308,12.350570380257574,22.252140536616817,14.661509037338249,6.14314488926582,71.76853085624705,14.162232998631955,68.91823667755071,33.63636499451466,0.3249473585279184,54.46784402464107,13.680565909580372,0.4296849051172471,0.01224838187392587,5.030764544623818,0.147677753476029]","12581672"
"epoch_49","finished","-","","","2025-05-29T20:52:58.000Z","37803","","4","0.00625","0.9","19","50","0.0001","87.00079343266279","65.4158459971908","87.6631248697874","70.08563191296253","45.306481996779304","32.33336606778683","54.35077191783283","0.7800172559871278","62.17572663817251","43.053588523489736","58.2880691492291","11.079638575142964","61.329857599738645","0.60693312111166","85.6051626547531","0.0494890538524017","66.71310317276142","5.76514662760658","44.746891135793845","0.04881946770158192","79.97677757430436","10.483368547081051","74.60286606216044","69.67297782024312","33.953354154349476","6.303784413310341","53.55598670710852","9.662656499771522","46.11657468616398","21.558442533902475","48.33102610085147","16.48269383201714","52.786865637478975","5.383721189910048","74.88801380323974","68.9739558464954","68.53429455005154","9.11010038485346","49","1.199487236291647","0.003949061019225424","","","","1.199487236291647","62.417144307537875","","","","","0.9975475025177002","23.518430403706144","[65.4158459971908,10.483368547081051,69.67297782024312,6.303784413310341,9.662656499771522,21.558442533902475,16.48269383201714,5.383721189910048,68.9739558464954,9.11010038485346,70.08563191296253,32.33336606778683,0.7800172559871278,43.053588523489736,11.079638575142964,0.60693312111166,0.0494890538524017,5.76514662760658,0.04881946770158192]",""
"epoch_48","finished","-","","","2025-05-29T20:26:01.000Z","39327","","4","0.00625","0.9","19","50","0.0001","87.00401392217526","66.85050735823019","88.43528828136311","71.75964941583568","45.10982968016965","32.44611188893947","54.44149884764112","2.2499092112937475","60.74685896971725","45.45344137997725","56.39998716219922","12.756308003215628","59.053677468903","1.6990523382402982","85.69789245986328","1.5409913436290827","65.98896634058526","5.969249686542379","44.41978610732723","0.1192414593381699","80.13544424942607","13.915229611223742","74.53905690150484","67.57037696724655","34.09715549469608","11.533316067011103","53.791409981425694","10.38091875374827","45.92933883840043","19.485237058282596","47.49752860892131","16.105281374384468","51.85305507492025","4.810264468449406","74.49138496366513","75.34983112499046","68.06750681714959","17.206947262503583","48","1.2010878590407723","0.004067128101893513","","","","1.2010878590407723","61.98419369316072","","","","","0.8918087697029113","25.115887619635895","[66.85050735823019,13.915229611223742,67.57037696724655,11.533316067011103,10.38091875374827,19.485237058282596,16.105281374384468,4.810264468449406,75.34983112499046,17.206947262503583,71.75964941583568,32.44611188893947,2.2499092112937475,45.45344137997725,12.756308003215628,1.6990523382402982,1.5409913436290827,5.969249686542379,0.1192414593381699]",""
"epoch_47","finished","-","","","2025-05-29T19:58:56.000Z","40860","","4","0.00625","0.9","19","50","0.0001","86.85461774446946","69.4218140108337","88.57307313913154","70.42065313424663","45.243339965375576","34.415746637958236","53.96332133778431","0.8489406491249182","59.5276396093637","61.22677236265951","58.76175605205775","13.023291079440266","56.9528253347274","3.057761922249619","85.58874288174326","0.0011299052009536396","65.72475937610977","7.443467822525003","44.465120391619394","0.05674593454153347","80.21611862581757","10.0513734513514","74.47705221158579","68.9732517729853","33.13772668668175","13.983685946824371","53.30064653591716","10.08273766838619","45.73061692176463","22.76254543458977","47.38331277950149","15.98190775368372","51.56607678271361","5.641013893502239","75.36301196105671","71.37057119825727","68.45306010253236","13.931095300557017","47","1.205409185990707","0.004184815520193676","","","","1.205409185990707","61.85699044420807","","","","","0.8887617664337158","25.931289783100933","[69.4218140108337,10.0513734513514,68.9732517729853,13.983685946824371,10.08273766838619,22.76254543458977,15.98190775368372,5.641013893502239,71.37057119825727,13.931095300557017,70.42065313424663,34.415746637958236,0.8489406491249182,61.22677236265951,13.023291079440266,3.057761922249619,0.0011299052009536396,7.443467822525003,0.05674593454153347]",""
"epoch_46","finished","-","","","2025-05-29T19:31:47.000Z","42396","","4","0.00625","0.9","19","50","0.0001","86.48653446141705","68.51069965656015","89.00235543729958","71.29352955723424","44.1236395677893","35.4452242065791","53.39246255774024","0.9005818365798126","61.1564226147548","63.20048448296315","55.54151957990977","8.982474085584343","55.43435593131212","1.581031635690158","85.35648903913533","0.005635529193802325","65.65110122167347","7.737976775804602","44.49527231780621","0.006587217842372186","80.02606633365296","7.599433160873353","74.34562593745851","69.61134033263747","33.81658328528394","11.333155092764091","53.07735790078232","12.387747528927571","45.72763438852919","21.749395061992765","47.25787156621472","16.21073818493368","51.172333710812424","8.01655091009543","75.21578546767039","71.52162042382942","68.5165834741653","14.116820385285576","46","1.2090906192297106","0.004302136287342862","","","","1.2090906192297106","61.56821025228461","","","","","0.8991002349853515","25.800580319230058","[68.51069965656015,7.599433160873353,69.61134033263747,11.333155092764091,12.387747528927571,21.749395061992765,16.21073818493368,8.01655091009543,71.52162042382942,14.116820385285576,71.29352955723424,35.4452242065791,0.9005818365798126,63.20048448296315,8.982474085584343,1.581031635690158,0.005635529193802325,7.737976775804602,0.006587217842372186]",""
"epoch_45","finished","-","","","2025-05-29T19:04:30.000Z","43934","","4","0.00625","0.9","19","50","0.0001","86.78901832572828","66.38309981060874","88.35040357546977","69.51945228519489","44.85262625928672","32.26049037608648","52.63111418474129","0.46641532722259355","62.4331233817327","51.73381944458004","52.1527684013108","10.041052203063543","44.20594192241702","1.150971272229822","84.41924177895277","0","64.89769473470427","4.0074076847528985","43.362785294796176","0.000184689374019992","80.0627774904625","12.743136901543824","74.06912460556462","68.02768734366114","35.094382245530944","12.617841642121103","52.84967498244279","9.196809495727248","45.681698803649745","19.928421038325325","46.91609997740883","16.152937750983238","51.57061194635034","6.69565572824498","75.47878570379272","70.41653173672337","68.31658769120247","10.690562767617797","45","1.2096549710189266","0.004419102590647484","","","","1.2096549710189266","60.74391901608131","","","","","0.925492290019989","25.668470972114505","[66.38309981060874,12.743136901543824,68.02768734366114,12.617841642121103,9.196809495727248,19.928421038325325,16.152937750983238,6.69565572824498,70.41653173672337,10.690562767617797,69.51945228519489,32.26049037608648,0.46641532722259355,51.73381944458004,10.041052203063543,1.150971272229822,0,4.0074076847528985,0.000184689374019992]",""
"epoch_44","finished","-","","","2025-05-29T18:37:19.000Z","45471","","4","0.00625","0.9","19","50","0.0001","86.52732086036403","68.05646005913563","88.3529827823654","69.75409235587955","44.12163712091483","31.963007054132593","52.057208463666925","1.1415724037609192","61.63203138077723","56.16985913467056","56.22454827673117","5.693118107972583","51.580797350883","2.058258642765685","82.32778606360097","0.39668150445133527","64.17378315459952","6.133757120760553","41.58566877811811","0.020377318997386654","79.20120096121771","11.037367167021706","73.89119023058882","65.74448308009651","35.07550920147476","12.154117131911264","52.4813651567098","5.96824538673431","45.44687381570106","20.61212395784363","46.83397181080349","14.94424506940984","51.24153646595063","3.9827373765059426","75.21890645540766","73.64401675952928","68.42108267060846","14.355586302617033","44","1.2136356307704523","0.004535725866622783","","","","1.2136356307704523","60.86291584213072","","","","","0.9137783064842224","24.41211083864191","[68.05646005913563,11.037367167021706,65.74448308009651,12.154117131911264,5.96824538673431,20.61212395784363,14.94424506940984,3.9827373765059426,73.64401675952928,14.355586302617033,69.75409235587955,31.963007054132593,1.1415724037609192,56.16985913467056,5.693118107972583,2.058258642765685,0.39668150445133527,6.133757120760553,0.020377318997386654]",""
"epoch_43","finished","-","","","2025-05-29T18:10:02.000Z","47016","","4","0.00625","0.9","19","50","0.0001","86.69545488129769","67.18420689965087","89.04862621549402","70.8757986596551","44.123106578819055","30.58099706319974","52.280833090725935","1.949574688528942","62.51927149216208","53.59395569742108","54.1395597874585","13.069570378126777","57.63073438464426","2.1294577177801073","79.23567358586763","0.007173330312983724","65.39092865037134","4.666144763023125","43.427040635187026","0.0026472111015414775","79.23166137633828","7.79972006047214","74.00091640636826","64.78834525305706","31.90370492338882","9.57176811054637","51.95090766777148","9.319676382826996","45.25698048513685","19.63031980986645","46.58031265242094","15.445336423839017","50.84082747649967","5.079732893137205","75.18882583529475","68.71499720540044","68.093602966102","10.356232403085462","43","1.2193536495068285","0.004652016867332286","","","","1.2193536495068285","60.92310363638676","","","","","0.9615285677909852","23.935034471106917","[67.18420689965087,7.79972006047214,64.78834525305706,9.57176811054637,9.319676382826996,19.63031980986645,15.445336423839017,5.079732893137205,68.71499720540044,10.356232403085462,70.8757986596551,30.58099706319974,1.949574688528942,53.59395569742108,13.069570378126777,2.1294577177801073,0.007173330312983724,4.666144763023125,0.0026472111015414775]",""
"epoch_42","finished","-","","","2025-05-29T17:42:55.000Z","48551","","4","0.00625","0.9","19","50","0.0001","86.65786403033181","61.32072230763038","89.04577712633461","70.08234235593682","43.27897104066377","34.2932858556393","52.59389642774841","1.8107476635514017","61.54803137053481","41.52912741460433","53.04709378153591","11.688215555610109","56.42609937913752","0.9002071861462269","80.05032243226269","0","65.55644438686046","8.726455756217403","44.87890694692816","0.0003692232711581857","79.34894156637698","11.503030238518662","73.73364550772096","63.16515262329754","33.30055588765067","4.891902462815493","51.726853029257406","12.609295287657126","45.11503066750109","19.865354136399738","46.60677181198917","16.16096450302823","49.79178449506067","5.324189640195675","75.0772578042234","69.98916395506538","67.7852528876371","8.182061021563813","42","1.2201141821282142","0.004767985719188606","","","","1.2201141821282142","60.81944739893449","","","","","1.0127814846038818","24.55792151039715","[61.32072230763038,11.503030238518662,63.16515262329754,4.891902462815493,12.609295287657126,19.865354136399738,16.16096450302823,5.324189640195675,69.98916395506538,8.182061021563813,70.08234235593682,34.2932858556393,1.8107476635514017,41.52912741460433,11.688215555610109,0.9002071861462269,0,8.726455756217403,0.0003692232711581857]",""
"epoch_41","finished","-","","","2025-05-29T17:15:39.000Z","50095","","4","0.00625","0.9","19","50","0.0001","86.5685509084894","66.83831652178706","87.81313351264376","68.3661971771403","42.72464634933381","31.730226987400144","49.77511134485157","2.139073747113948","60.98876548272189","48.77191474412399","50.781616827922115","12.14694385062765","54.233037513099426","1.411110639562025","81.9565691338359","0","63.22398282668983","6.424826797855214","40.97465610079076","0.0052943113855397584","78.89862829462703","11.874070428275898","74.05666406678442","68.68162341964161","35.94996134120214","11.751402741389583","51.36158435223158","7.762741625560602","44.81120450861778","23.06517450928204","46.090315785749006","17.169519628341558","49.809770499707255","5.021430658341391","74.53276105583771","71.72106338621501","67.64532400422317","11.940151046562194","41","1.2253398539035272","0.004883641975252583","","","","1.2253398539035272","60.11559388996623","","","","","0.9103762860298156","25.934504567811427","[66.83831652178706,11.874070428275898,68.68162341964161,11.751402741389583,7.762741625560602,23.06517450928204,17.169519628341558,5.021430658341391,71.72106338621501,11.940151046562194,68.3661971771403,31.730226987400144,2.139073747113948,48.77191474412399,12.14694385062765,1.411110639562025,0,6.424826797855214,0.0052943113855397584]",""
