"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","learning_rate","momentum","num_classes","num_epochs","weight_decay","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","loss","lr","train_flops","train_fps","train_latency","train_loss","train_mIoU","train_params","val_flops","val_fps","val_latency","val_loss","val_mIoU","val_mIoU_per_class","val_params"
"epoch_50","finished","-","","","2025-06-01T17:39:05.000Z","53324","","4","0.00625","0.9","19","50","0.0001","87.88586566045623","66.90128977579481","89.53140648651794","73.55205083926671","45.38931565792022","35.36832173110794","56.116164872586594","1.904467641868338","46.99231962904186","59.03037042771714","69.42315471194243","15.308570521736694","58.53890813685702","8.316979035553414","84.93831632871046","0.017358432340688162","66.7850771127582","3.0819427167990705","44.58203198264683","0.03518443224198032","80.9912252619401","10.87994507737399","74.44548973278923","69.7766782299615","34.254003439021815","16.128463660994786","55.48579065196929","9.401781228658043","47.77191275073617","19.215385523824185","51.13286999593094","11.469670384503692","53.93336035056385","6.764180709243462","77.97627330980106","75.4349163123758","68.11349233296035","18.69557634036965","50","1.1770556975581477","0.005343314516722151","25.779775698","55.63516327143718","18.96114230155945","1.1770556975581477","62.857209389744774","12581672","25.779775698","66.16049427932337","15.980952262878416","0.8206438899040223","26.38332279061747","[66.90128977579481,10.87994507737399,69.7766782299615,16.128463660994786,9.401781228658043,19.215385523824185,11.469670384503692,6.764180709243462,75.4349163123758,18.69557634036965,73.55205083926671,35.36832173110794,1.904467641868338,59.03037042771714,15.308570521736694,8.316979035553414,0.017358432340688162,3.0819427167990705,0.03518443224198032]","12581672"
"epoch_49","finished","-","","","2025-06-01T17:05:08.000Z","55254","","4","0.00625","0.9","19","50","0.0001","87.76252830063174","49.41404385548873","89.34742773856675","68.37794453659836","46.631601055411394","33.57991402101154","52.54214611884785","1.5552239815688291","47.74184081268283","28.52911486909635","67.58537792714696","18.786607945238657","82.51797099151653","4.901239903412757","87.35630130130554","0.39431262032333625","64.71815350574757","1.5243137693771147","40.894148061854665","0.0020931462388932426","80.63262198615246","28.47084666244917","73.87711181835427","67.49443583708218","34.42469913130356","18.13099589240291","54.2068898971734","8.772291692449754","47.652664373914114","20.793961452714186","50.60044742466713","9.84966860214299","53.33946952947228","6.1513447685337574","77.41200974239992","75.27129554509688","66.91167584497303","21.411215180233658","49","1.1836957512950186","0.005457534031756463","","","","1.1836957512950186","63.481846608532734","","","","","0.9438884835243224","24.390045488497897","[49.41404385548873,28.47084666244917,67.49443583708218,18.13099589240291,8.772291692449754,20.793961452714186,9.84966860214299,6.1513447685337574,75.27129554509688,21.411215180233658,68.37794453659836,33.57991402101154,1.5552239815688291,28.52911486909635,18.786607945238657,4.901239903412757,0.39431262032333625,1.5243137693771147,0.0020931462388932426]",""
"epoch_48","finished","-","","","2025-06-01T16:32:03.000Z","57149","","4","0.00625","0.9","19","50","0.0001","87.43321607149592","62.09567267142406","88.39407316016933","72.72601992331428","46.296152632848006","32.11936242370248","53.132716828270254","0.6047080567666331","46.77172494631445","57.33981066773713","73.2095055954047","5.188482898105404","82.34218973118863","6.613077525101203","87.84081728259548","0.17295819604219714","62.97772818271344","1.1723067022928524","42.88639719342287","0.08389690030477209","80.52622012381684","14.508203782663308","74.6053627453802","66.63211007890042","34.39179709796829","10.351470253687204","54.8189892240098","5.51913703677582","47.35463935268069","18.02230020653777","50.35221386624963","11.607816372714534","53.44365684959047","8.312677607747926","77.31722679177231","75.94319641472697","68.28204768818706","13.372631374712151","48","1.187966251831299","0.005571488532108631","","","","1.187966251831299","63.80929870337255","","","","","0.8968831038475037","24.336096794381955","[62.09567267142406,14.508203782663308,66.63211007890042,10.351470253687204,5.51913703677582,18.02230020653777,11.607816372714534,8.312677607747926,75.94319641472697,13.372631374712151,72.72601992331428,32.11936242370248,0.6047080567666331,57.33981066773713,5.188482898105404,6.613077525101203,0.17295819604219714,1.1723067022928524,0.08389690030477209]",""
"epoch_47","finished","-","","","2025-06-01T15:58:21.000Z","59080","","4","0.00625","0.9","19","50","0.0001","85.4528706823131","56.239429249526175","90.78898370276146","71.71937151009533","45.31832424542772","31.62707463810608","54.88217567318496","1.9533098680496268","47.71950278977875","41.038964064498714","76.54729521094742","2.284998970254744","85.08710184413016","2.4088919333670695","86.39689193676637","0","64.83909388931112","1.983056316465168","46.28143712574849","0.10590436562678088","80.76275715336166","16.912304524113594","74.78005402359868","69.91658194131779","38.09722435283731","16.830733796719343","54.660962547340354","10.796218944053766","47.03972598056568","21.72466685799402","49.96374933746621","11.59193640352689","53.10645176782669","6.3584439631994645","77.37424463651502","67.85986332370955","68.0735868294585","9.759508442958758","47","1.1896680071870445","0.005685184628763028","","","","1.1896680071870445","64.58802282785997","","","","","0.9964140663146972","24.50618106186572","[56.239429249526175,16.912304524113594,69.91658194131779,16.830733796719343,10.796218944053766,21.72466685799402,11.59193640352689,6.3584439631994645,67.85986332370955,9.759508442958758,71.71937151009533,31.62707463810608,1.9533098680496268,41.038964064498714,2.284998970254744,2.4088919333670695,0,1.983056316465168,0.10590436562678088]",""
"epoch_46","finished","-","","","2025-06-01T15:24:53.000Z","60997","","4","0.00625","0.9","19","50","0.0001","86.80126386813495","59.66538747379252","88.58504984115808","69.86415463392915","43.8695611492749","32.45154033995606","53.651360035869075","2.9032911303245346","51.13788274256392","43.776211060430114","72.56875087608864","4.4168814403303935","78.75421930812651","4.9596284347392565","82.55908985862995","0","65.87710073791162","4.561253909367662","41.993884245751104","0.018706193774088057","80.08319845134547","26.237806185742908","74.63544641497734","69.52966521623497","34.34030809665587","13.942996886422918","54.268584327598624","8.994951428100457","46.87843441352984","21.072522850679672","50.036947617331315","12.823773296700026","52.05536258111828","5.758479863287104","76.81667416318146","75.15940737405133","67.52899768269515","13.619437753150264","46","1.1928924219076509","0.00579862862482234","","","","1.1928924219076509","63.2864271795759","","","","","0.8911119961738586","26.09756085950075","[59.66538747379252,26.237806185742908,69.52966521623497,13.942996886422918,8.994951428100457,21.072522850679672,12.823773296700026,5.758479863287104,75.15940737405133,13.619437753150264,69.86415463392915,32.45154033995606,2.9032911303245346,43.776211060430114,4.4168814403303935,4.9596284347392565,0,4.561253909367662,0.018706193774088057]",""
"epoch_45","finished","-","","","2025-06-01T14:50:57.000Z","62943","","4","0.00625","0.9","19","50","0.0001","87.97221506168609","63.623756525535","88.61852892066298","73.4235156331274","45.61823109576068","32.75705384800669","51.13692145133244","2.8071690483533804","46.59337519831455","44.77388671482897","76.89965540914362","15.094975304961316","70.90554384139602","5.5279970579682995","84.70715530757296","0.0737049642925771","61.3019996256829","3.3511718535594697","42.57711276435675","0.07403657688126881","78.9266665871871","23.724543140967075","73.78530425514666","69.30971097987856","32.38789603515213","11.791602152702024","52.551446929301285","7.465051567913282","46.75161118457726","20.028426356705843","49.52912467478598","12.537300147076374","51.98543188547471","7.97382678775052","76.61291550773582","73.67585438868667","67.44330142825302","17.704123885822717","45","1.199287665055681","0.005911826536216135","","","","1.199287665055681","62.43707564018541","","","","","0.8528960013389587","25.56408983868513","[63.623756525535,23.724543140967075,69.30971097987856,11.791602152702024,7.465051567913282,20.028426356705843,12.537300147076374,7.97382678775052,73.67585438868667,17.704123885822717,73.4235156331274,32.75705384800669,2.8071690483533804,44.77388671482897,15.094975304961316,5.5279970579682995,0.0737049642925771,3.3511718535594697,0.07403657688126881]",""
"epoch_44","finished","-","","","2025-06-01T14:16:44.000Z","64905","","4","0.00625","0.9","19","50","0.0001","88.02642308583975","52.48774281489192","88.49039220329384","67.95196106265541","44.24100729611179","21.40950005765177","52.406710553164736","1.740537777903972","46.70854536316158","28.66634702241254","75.7953031883011","8.689769453032408","63.60730246203513","5.854018399583405","84.41513920653595","2.295461414281396","63.04435327580964","2.5437920960309017","35.87883236406751","0.04621007122830159","79.82943553231951","20.83194650857945","73.52506801803447","68.13822246328019","33.201888273107706","16.30149653759863","53.54872804600329","10.562095094237444","46.561923303868205","22.070838840255927","49.3819895290155","17.55452489669715","50.72475851023302","7.230253022446489","76.64586997029414","73.50479224772913","66.50605927302277","9.201360054097812","44","1.2003453994128086","0.006024784110606242","","","","1.2003453994128086","61.712617339695775","","","","","1.0266886048316957","23.00425630708391","[52.48774281489192,20.83194650857945,68.13822246328019,16.30149653759863,10.562095094237444,22.070838840255927,17.55452489669715,7.230253022446489,73.50479224772913,9.201360054097812,67.95196106265541,21.40950005765177,1.740537777903972,28.66634702241254,8.689769453032408,5.854018399583405,2.295461414281396,2.5437920960309017,0.04621007122830159]",""
"epoch_43","finished","-","","","2025-06-01T13:42:49.000Z","66850","","4","0.00625","0.9","19","50","0.0001","87.99654100420958","58.822305952009025","87.91565483206905","74.0322194533615","43.10337108490258","32.01203978311897","53.68744315144923","3.6479426108757504","49.174650825492726","32.54061241422399","70.99241465805163","16.608798759919765","68.40510882198018","10.537692292697264","80.87044366225794","0","63.456591420788946","5.422255721656918","42.871314965057415","0.006033186217986406","79.2683556479173","29.893898912324712","73.21754180120374","66.17883959617092","30.40889741425839","14.096400665125824","50.899372365834594","7.466995854688803","45.75801385671014","19.497648864569577","47.77408160893795","8.875532778991968","50.42207101481231","5.646542074144931","76.65040404027745","71.40723077401465","66.54901502867385","17.62925859472583","43","1.215661143544135","0.006137506844680158","","","","1.215661143544135","61.548488800257104","","","","","0.9055025849342346","26.351236016046578","[58.822305952009025,29.893898912324712,66.17883959617092,14.096400665125824,7.466995854688803,19.497648864569577,8.875532778991968,5.646542074144931,71.40723077401465,17.62925859472583,74.0322194533615,32.01203978311897,3.6479426108757504,32.54061241422399,16.608798759919765,10.537692292697264,0,5.422255721656918,0.006033186217986406]",""
"epoch_42","finished","-","","","2025-05-30T20:09:52.000Z","216336","","4","0.00625","0.9","19","50","0.0001","87.9193543404251","63.403408134950325","89.7238611419299","72.01784469103825","46.28000841752485","33.55218044254761","53.24751859298554","1.2293568196317852","48.51977620952655","48.422709912212106","63.62106958053882","5.281012831949496","71.47437349472825","4.6838164747491025","81.64856911468732","0.01226363754819226","67.18514851206633","4.511503493437014","40.285408892305945","0.0280435863460799","80.71273465010168","14.32960306424712","75.06831327726282","67.19755406631785","32.30980783614637","11.8351543508993","54.94762876485231","8.064977492110925","47.00000086383993","21.489957046412933","50.388244403899854","14.512519633408052","52.99564750496724","10.529217166346651","77.59889852327694","76.71083718168265","67.67793967768496","19.154054626281415","42","1.186705837636518","0.003830600347668747","","","","1.186705837636518","62.55812125256582","","","","","0.8800961055755615","25.103474455374577","[63.403408134950325,14.32960306424712,67.19755406631785,11.8351543508993,8.064977492110925,21.489957046412933,14.512519633408052,10.529217166346651,76.71083718168265,19.154054626281415,72.01784469103825,33.55218044254761,1.2293568196317852,48.422709912212106,5.281012831949496,4.6838164747491025,0.01226363754819226,4.511503493437014,0.0280435863460799]",""
"epoch_41","finished","-","","","2025-05-30T19:36:34.000Z","218243","","4","0.00625","0.9","19","50","0.0001","87.96053469488888","56.34289463268763","89.38739132949924","73.52705419777095","46.17122785909385","34.2864846810693","52.39112659833223","2.9870238474390196","46.04465782642577","32.454050790016744","72.38383018775936","20.180801446310287","76.92055478516608","5.6185339707005335","83.53417516847263","0.06302025540601668","64.41461839914396","4.757428795226904","42.81875133480457","0.018890536699774172","80.99260512731355","26.79475149331459","75.05291683555487","69.08528967713572","32.60601603442591","13.357314686962845","55.48637834317933","6.735199746554446","47.11742162460374","19.371374864192138","49.89599533884869","11.165038635964711","52.864207936401705","7.726829500470014","77.31035868193011","76.38008138654001","68.06120528596317","21.304267730252523","41","1.1863414114033015","0.003949061019225424","","","","1.1863414114033015","63.232314389042514","","","","","0.8976871576309204","25.376648993406008","[56.34289463268763,26.79475149331459,69.08528967713572,13.357314686962845,6.735199746554446,19.371374864192138,11.165038635964711,7.726829500470014,76.38008138654001,21.304267730252523,73.52705419777095,34.2864846810693,2.9870238474390196,32.454050790016744,20.180801446310287,5.6185339707005335,0.06302025540601668,4.757428795226904,0.018890536699774172]",""
