"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","learning_rate","momentum","num_classes","num_epochs","weight_decay","class_0_train","class_0_val","class_10_train","class_10_val","class_11_train","class_11_val","class_12_train","class_12_val","class_13_train","class_13_val","class_14_train","class_14_val","class_15_train","class_15_val","class_16_train","class_16_val","class_17_train","class_17_val","class_18_train","class_18_val","class_1_train","class_1_val","class_2_train","class_2_val","class_3_train","class_3_val","class_4_train","class_4_val","class_5_train","class_5_val","class_6_train","class_6_val","class_7_train","class_7_val","class_8_train","class_8_val","class_9_train","class_9_val","epoch","loss","lr","train_loss","train_mIoU","val_loss","val_mIoU","val_mIoU_per_class"
"epoch_15","finished","-","","","2025-05-22T13:55:24.000Z","16152","","4","0.00625","0.9","19","15","0.0001","88.26210197632246","2.5466096071125097","87.95790686388773","34.7596563202317","28.827132674509578","16.416016946462612","3.2917504073065427","0.00018474692442557557","63.81368015333872","27.953923896365417","66.92360195203474","2.997507955647676","61.985127732820054","1.1384682749602069","67.22156989835806","0.04152165543065504","8.119336857510733","0.13453277084818868","0","0","74.91300038213386","2.727868365158071","66.41616935701535","53.61559269694882","35.73875843473381","3.06019056513649","45.14755918995901","0.060991270325327536","34.69814613798746","5.649986550247548","11.340306785545913","0.434130951548626","35.86805278758144","4.269133151693989","69.79039690493425","15.645347841090937","53.22180978991759","1.1715796721065348","15","1.3471322044348106","0.004827395219595097","1.3471322044348106","50.19646712699429","4.124308605194091","9.590180179902209","[2.5466096071125097,2.727868365158071,53.61559269694882,3.06019056513649,0.060991270325327536,5.649986550247548,0.434130951548626,4.269133151693989,15.645347841090937,1.1715796721065348,34.7596563202317,16.416016946462612,0.00018474692442557557,27.953923896365417,2.997507955647676,1.1384682749602069,0.04152165543065504,0.13453277084818868,0]"
"epoch_14","finished","-","","","2025-05-22T13:47:44.000Z","16520","","4","0.00625","0.9","19","15","0.0001","88.22718693337683","8.529621287924693","86.3025723780491","29.01592364008462","26.83243948441102","21.83291082699574","0.9818946144201002","0","60.63190917315423","33.191137836979564","65.27013420115993","1.9554026817803536","61.66178686999486","0.09668174133997866","62.45456399452729","0","5.513877868346596","0.7843328299313097","0","0","74.42233217166539","8.190161608937611","67.90686263035698","59.921254642557386","36.659056493027144","5.062655960025107","43.85383160577941","1.5959634723996758","34.253208314117636","8.138222204503753","8.206682477337948","0.5336796301689948","34.880263775775944","5.204352314717852","71.64582657564101","18.44731350515177","51.022284371613246","1.5123116567810526","14","1.3556248917538896","0.004923563030093953","1.3556248917538896","48.92926188515304","2.812498794555664","12.750745365017464","[8.529621287924693,8.190161608937611,59.921254642557386,5.062655960025107,1.5959634723996758,8.138222204503753,0.5336796301689948,5.204352314717852,18.44731350515177,1.5123116567810526,29.01592364008462,21.83291082699574,0,33.191137836979564,1.9554026817803536,0.09668174133997866,0,0.7843328299313097,0]"
"epoch_13","finished","-","","","2025-05-22T13:40:06.000Z","16885","","4","0.00625","0.9","19","15","0.0001","88.55047163585795","3.374859720309368","85.18084737012789","36.01770851281913","21.206112538644497","25.65827319318063","0","0","68.06780181740696","24.613910722501384","65.66130673529005","1.492053654871765","61.33270167333501","0.1854890778782454","60.25956567763949","0","5.869671493945196","0.4932293542986711","0","0","73.90243374728036","7.2042170999903465","66.96645530858454","60.7849486830203","31.399362837059176","4.583178928674933","43.31704088886173","3.814167789238364","33.66042663577129","6.981946414907777","8.179843758992643","1.9264679396698676","34.075982994326765","5.3788993998451415","71.69394229678193","35.714290036376156","53.07631322460915","1.7840227475311534","13","1.368779513061556","0.005019522569884105","1.368779513061556","51.31766356673615","2.7379368696212767","13.750478954694575","[3.374859720309368,7.2042170999903465,60.7849486830203,4.583178928674933,3.814167789238364,6.981946414907777,1.9264679396698676,5.3788993998451415,35.714290036376156,1.7840227475311534,36.01770851281913,25.65827319318063,0,24.613910722501384,1.492053654871765,0.1854890778782454,0,0.4932293542986711,0]"
"epoch_12","finished","-","","","2025-05-22T13:32:24.000Z","17254","","4","0.00625","0.9","19","15","0.0001","88.2847969645197","2.7192144415971184","85.37737228632736","16.444273034993508","23.70822167787331","23.668962992863595","0","0","69.13335981367695","32.90867332351961","63.246375975781255","10.188485406081384","63.854971985379194","3.83476133895593","57.52768644650692","0","3.3282819778862875","0.0495259320637551","0","0","73.52109630652815","5.4147665466494646","66.8129724955332","53.324304385624984","31.26021446518664","3.5903701758703632","42.88844587519342","0.4696529836406315","32.93746141052254","9.498939350333146","6.567487179043558","0.018084817795460704","30.099535525821057","10.01297929408896","72.06233098315163","35.496084443729934","53.00928927962634","1.681693562013418","12","1.3778605848296075","0.0051152786957086365","1.3778605848296075","50.801170626385726","2.900070372581482","13.082548251863829","[2.7192144415971184,5.4147665466494646,53.324304385624984,3.5903701758703632,0.4696529836406315,9.498939350333146,0.018084817795460704,10.01297929408896,35.496084443729934,1.681693562013418,16.444273034993508,23.668962992863595,0,32.90867332351961,10.188485406081384,3.83476133895593,0,0.0495259320637551,0]"
"epoch_11","finished","-","","","2025-05-22T13:24:45.000Z","17621","","4","0.00625","0.9","19","15","0.0001","88.00249432527161","6.615959370809008","85.67006304211058","24.32001052548233","20.90021765478155","23.879479972572884","0","0","70.1459520638046","30.22413134986576","52.305307527865395","8.206967670508826","55.91729433984952","2.11803997330172","55.19747418883924","0","3.0534166596153605","0","0","0","72.56147571796487","5.8733166660138405","66.20092338050604","48.633429273817086","32.1178541242215","3.3743893069878976","41.28833272673652","0.07672312661066834","31.67336365284451","10.030910667961134","4.4558587033810175","0.03151112364700489","25.892024403815423","6.103081450987767","71.41149495566196","47.45926315826341","51.74251386650961","1.755565245442688","11","1.4038364749688368","0.005210836052568272","1.4038364749688368","48.73741537257525","2.594055823326111","14.580185258818137","[6.615959370809008,5.8733166660138405,48.633429273817086,3.3743893069878976,0.07672312661066834,10.030910667961134,0.03151112364700489,6.103081450987767,47.45926315826341,1.755565245442688,24.32001052548233,23.879479972572884,0,30.22413134986576,8.206967670508826,2.11803997330172,0,0,0]"
"epoch_10","finished","-","","","2025-05-22T13:17:10.000Z","17985","","4","0.00625","0.9","19","15","0.0001","87.33512046767015","11.51146917391184","85.56688320427948","48.50553289318354","13.752065422588084","21.663176776606655","0","0","70.9404098146229","30.13197338673231","58.99223076193187","3.200886921682207","49.43536508107724","0.6119524578478011","55.97291282797073","0.11874121266094484","1.1683932069223155","0.28317348254894914","0","0","71.97407142549595","9.244190228666588","64.91210019527891","63.834370771637175","33.21357191929582","6.118389162300894","38.01090733692686","3.580079054840444","30.90541995084192","11.517266254921548","2.846384086208002","0.1729881972500092","21.46938698648767","5.092934719878772","71.09924887069927","56.587115747622065","50.31766929091028","1.6800048627936457","10","1.4213188820415072","0.005306199087072482","1.4213188820415072","47.52424357936515","2.0208772592544557","16.109073253240318","[11.51146917391184,9.244190228666588,63.834370771637175,6.118389162300894,3.580079054840444,11.517266254921548,0.1729881972500092,5.092934719878772,56.587115747622065,1.6800048627936457,48.50553289318354,21.663176776606655,0,30.13197338673231,3.200886921682207,0.6119524578478011,0.11874121266094484,0.28317348254894914,0]"
"epoch_9","finished","-","","","2025-05-22T13:09:32.000Z","18350","","4","0.00625","0.9","19","15","0.0001","87.62099499576016","8.74624452068905","84.74162727845375","20.590726555647045","6.803301590465393","13.011375377772088","0","0","66.2938767445518","24.834396183135716","51.13538759537495","3.631515912149624","54.58710398645496","1.2554250045245336","60.60278558848346","0","0.680027330468216","0.012133468149646102","0","0","70.70618527999602","3.08504852572431","63.97102716695744","61.30414850048794","38.26876319436086","2.9623775457661825","36.28852179681436","0.1514807240778611","29.66321349316407","8.147037688858145","0.9214421568543916","0.001764644898301308","10.123570286085396","3.923562811124817","70.11488698368262","39.04280377171838","48.86391492826539","1.5263863734003302","9","1.4418796469003727","0.005401372059699326","1.4418796469003727","45.96391943507019","2.521314122200012","12.014151725507748","[8.74624452068905,3.08504852572431,61.30414850048794,2.9623775457661825,0.1514807240778611,8.147037688858145,0.001764644898301308,3.923562811124817,39.04280377171838,1.5263863734003302,20.590726555647045,13.011375377772088,0,24.834396183135716,3.631515912149624,1.2554250045245336,0,0.012133468149646102,0]"
"epoch_8","finished","-","","","2025-05-22T13:01:54.000Z","18717","","4","0.00625","0.9","19","15","0.0001","87.64790858348228","12.68947135362104","84.82181874278788","51.27458971532225","4.356872726746834","16.458916024639453","0","0","68.72098115658802","17.67593408063899","52.99164858726729","1.397887174596953","45.51770695620376","0.42897518100753734","51.94110001076064","0.3144301691554092","0.06513234812228696","0","0","0","70.50685761206365","4.822013202776508","63.192903909526585","48.314003516277765","33.13166906204786","4.6245282148588664","35.749319975795856","0.4610624219010219","28.537311409205856","5.843064245251709","0.14088662683484546","0.01123451949299274","6.943463209579992","0.12151230670644936","70.86431794064502","24.958271333286568","48.38424949142263","2.144623933435173","8","1.462273904401013","0.005496359056072805","1.462273904401013","44.32436166759302","2.331576042175293","11.971282337060542","[12.68947135362104,4.822013202776508,48.314003516277765,4.6245282148588664,0.4610624219010219,5.843064245251709,0.01123451949299274,0.12151230670644936,24.958271333286568,2.144623933435173,51.27458971532225,16.458916024639453,0,17.67593408063899,1.397887174596953,0.42897518100753734,0.3144301691554092,0,0]"
"epoch_7","finished","-","","","2025-05-22T12:54:18.000Z","19081","","4","0.00625","0.9","19","15","0.0001","88.0959695720896","20.72665429830944","84.35876120991217","52.22772949053108","0.803126486603232","4.630167867532532","0","0","67.32031144300508","41.34523868259811","48.092647827253785","3.21368017459577","38.682192866406986","1.465498392191402","48.57383495191374","5.86639503580746","0.029937091652001528","0.009876218066894912","0","0","68.49380846963085","1.730519263833317","62.06400674729694","58.4210383110825","31.74646067396518","2.3545508494476683","32.67221613317329","3.1533119310928193","26.678691521383225","9.167209586581592","0.006584970548188176","0.0832509610104338","2.551151165874411","0","70.21299259267886","50.07303714016635","44.100570258365806","2.2330792921300824","7","1.502407131032047","0.005591163997353814","1.502407131032047","42.02842729304431","1.8157267208099368","16.043827343436092","[20.72665429830944,1.730519263833317,58.4210383110825,2.3545508494476683,3.1533119310928193,9.167209586581592,0.0832509610104338,0,50.07303714016635,2.2330792921300824,52.22772949053108,4.630167867532532,0,41.34523868259811,3.21368017459577,1.465498392191402,5.86639503580746,0.009876218066894912,0]"
"epoch_6","finished","-","","","2025-05-22T12:46:44.000Z","19443","","4","0.00625","0.9","19","15","0.0001","87.52493257496211","14.422174786247687","83.41677344645969","26.760905629293756","0.09629367422477056","0.19230853325807387","0","0","65.38936210801131","22.763250540396545","49.19886579158917","12.588405222341772","33.17025967807186","2.3801504006510408","53.11941478956687","0","0.004447337459923423","0","0","0","65.17047969846772","9.487974411014424","61.842307426855314","59.791360256617686","31.403748342006132","6.266968722218329","30.115747610162177","3.1030514970208656","25.11574381313811","10.471231092642135","0","0","0.6735622894420171","0","69.52496237843809","37.52972071576486","42.595418545230594","2.50426862665588","6","1.5439956661982417","0.005685790649829707","1.5439956661982417","43.64764496900537","1.9323335971832276","16.020136187240237","[14.422174786247687,9.487974411014424,59.791360256617686,6.266968722218329,3.1030514970208656,10.471231092642135,0,0,37.52972071576486,2.50426862665588,26.760905629293756,0.19230853325807387,0,22.763250540396545,12.588405222341772,2.3801504006510408,0,0,0]"
